id,total_len,nb_groups,len_groups,max_len_group,start_pos
logo_148,771,22,"[13, 5, 263, 13, 5, 13, 13, 13, 14, 14, 14, 7, 23, 7, 7, 7, 8, 7, 7, 7, 119, 192]",263,"[P(18.522605895996094, 11.129531860351562), P(10.99699592590332, 11.136977195739746), P(4.437391757965088, 11.492953300476074), P(10.370918273925781, 11.531953811645508), P(11.118082046508789, 11.531953811645508), P(13.264506340026855, 11.533862113952637), P(15.61963939666748, 11.533862113952637), P(19.213863372802734, 11.533862113952637), P(9.35177230834961, 11.535690307617188), P(14.432771682739258, 11.535690307617188), P(17.462417602539062, 11.535690307617188), P(16.601558685302734, 11.535717010498047), P(12.366392135620117, 11.537517547607422), P(13.268268585205078, 11.71639347076416), P(15.623374938964844, 11.71639347076416), P(19.217571258544922, 11.71639347076416), P(16.60531997680664, 11.720129013061523), P(9.552956581115723, 11.73878288269043), P(14.634010314941406, 11.73878288269043), P(17.66362762451172, 11.73878288269043), P(5.74873161315918, 11.961469650268555), P(5.17592716217041, 12.604453086853027)]"
logo_149,771,22,"[263, 119, 192, 13, 5, 13, 5, 13, 13, 13, 14, 14, 7, 14, 23, 7, 7, 7, 8, 7, 7, 7]",263,"[P(9.233776092529297, 9.712102890014648), P(11.200276374816895, 10.414702415466309), P(10.341324806213379, 11.378962516784668), P(18.033823013305664, 13.315601348876953), P(7.090632438659668, 13.326458930969238), P(6.56231164932251, 13.900768280029297), P(7.26676607131958, 13.900795936584473), P(10.387958526611328, 13.903510093688965), P(13.812553405761719, 13.903510093688965), P(19.03896713256836, 13.903510093688965), P(4.698272705078125, 13.906225204467773), P(12.08669662475586, 13.906225204467773), P(15.240411758422852, 13.906225204467773), P(16.492162704467773, 13.906225204467773), P(7.965764045715332, 13.908939361572266), P(10.393388748168945, 14.16904067993164), P(13.818010330200195, 14.16904067993164), P(19.044395446777344, 14.16904067993164), P(15.245786666870117, 14.17439079284668), P(4.990869522094727, 14.201537132263184), P(12.379267692565918, 14.201537132263184), P(16.784732818603516, 14.201537132263184)]"
logo_15,117,14,"[6, 11, 9, 9, 13, 12, 9, 11, 6, 6, 7, 6, 6, 6]",13,"[P(18.09514808654785, 9.714151382446289), P(9.920978546142578, 11.121488571166992), P(6.487837791442871, 11.123908042907715), P(13.83658218383789, 11.123908042907715), P(7.649778366088867, 11.134121894836426), P(10.848004341125488, 11.134121894836426), P(15.369709014892578, 11.134121894836426), P(16.721139907836914, 11.134121894836426), P(6.432468891143799, 11.389195442199707), P(13.78121280670166, 11.389195442199707), P(15.541728973388672, 11.5106840133667), P(6.38435697555542, 12.086682319641113), P(13.733100891113281, 12.086682319641113), P(4.380863189697266, 12.761859893798828)]"
logo_150,771,22,"[13, 5, 13, 5, 13, 13, 13, 14, 14, 7, 14, 23, 263, 7, 7, 7, 8, 7, 7, 7, 119, 192]",263,"[P(18.421545028686523, 10.98620319366455), P(6.423136234283447, 10.994346618652344), P(5.7392168045043945, 11.425905227661133), P(6.555457592010498, 11.425905227661133), P(8.900457382202148, 11.427947998046875), P(15.250194549560547, 11.427947998046875), P(19.176769256591797, 11.427947998046875), P(4.6257548332214355, 11.429990768432617), P(13.95347785949707, 11.429990768432617), P(16.32291030883789, 11.429990768432617), P(17.263301849365234, 11.429990768432617), P(7.080633640289307, 11.4320068359375), P(9.72164535522461, 11.49909496307373), P(8.904489517211914, 11.627439498901367), P(15.254228591918945, 11.627439498901367), P(19.180856704711914, 11.627439498901367), P(16.326969146728516, 11.631525039672852), P(4.845619201660156, 11.65184497833252), P(14.173369407653809, 11.65184497833252), P(17.48319435119629, 11.65184497833252), P(11.03591537475586, 11.961913108825684), P(10.461820602416992, 12.597102165222168)]"
logo_151,706,23,"[96, 197, 8, 5, 245, 26, 13, 14, 14, 14, 8, 6, 6, 6, 3, 6, 3, 3, 3, 3, 9, 9, 9]",245,"[P(6.163356781005859, 9.989177703857422), P(7.3323493003845215, 11.093205451965332), P(18.412002563476562, 11.721648216247559), P(10.35043716430664, 11.781291007995605), P(6.149191379547119, 11.836419105529785), P(11.820332527160645, 12.149067878723145), P(9.972688674926758, 12.149981498718262), P(14.619308471679688, 12.151378631591797), P(17.812158584594727, 12.151378631591797), P(8.830520629882812, 12.151432991027832), P(10.260394096374512, 12.16694164276123), P(14.704458236694336, 12.336759567260742), P(17.897308349609375, 12.336759567260742), P(8.915672302246094, 12.336785316467285), P(16.988121032714844, 12.351783752441406), P(11.412857055664062, 12.387773513793945), P(16.834861755371094, 12.409948348999023), P(12.560158729553223, 12.51407527923584), P(15.35432243347168, 12.5141019821167), P(19.006309509277344, 12.5141019821167), P(12.367010116577148, 12.590867042541504), P(15.161174774169922, 12.590867042541504), P(18.813161849975586, 12.590867042541504)]"
logo_152,492,22,"[80, 13, 5, 84, 13, 5, 13, 13, 13, 14, 14, 14, 7, 23, 7, 7, 7, 8, 7, 7, 7, 131]",131,"[P(6.243104934692383, 9.111008644104004), P(18.522579193115234, 10.400497436523438), P(10.996968269348145, 10.407942771911621), P(7.940767288208008, 10.637940406799316), P(10.370890617370605, 10.802946090698242), P(11.11805534362793, 10.802946090698242), P(13.26447868347168, 10.804827690124512), P(15.619585037231445, 10.804827690124512), P(19.213834762573242, 10.804827690124512), P(9.35174560546875, 10.806655883789062), P(14.432744979858398, 10.806655883789062), P(17.462390899658203, 10.806655883789062), P(16.601531982421875, 10.806682586669922), P(12.366365432739258, 10.808483123779297), P(13.268214225769043, 10.987385749816895), P(15.623348236083984, 10.987385749816895), P(19.217544555664062, 10.987385749816895), P(16.60529327392578, 10.991067886352539), P(9.552929878234863, 11.009748458862305), P(14.633983612060547, 11.009748458862305), P(17.66360092163086, 11.009748458862305), P(6.884018898010254, 11.690656661987305)]"
logo_154,492,22,"[80, 84, 13, 5, 131, 13, 5, 13, 13, 13, 14, 14, 7, 14, 23, 7, 7, 7, 8, 7, 7, 7]",131,"[P(11.441401481628418, 9.481109619140625), P(12.925085067749023, 10.812394142150879), P(18.325939178466797, 11.343456268310547), P(6.585507869720459, 11.352245330810547), P(12.001519203186035, 11.730289459228516), P(5.847536087036133, 11.817913055419922), P(6.728285789489746, 11.817913055419922), P(14.904109954833984, 11.820089340209961), P(19.14080810546875, 11.820089340209961), P(9.258477210998535, 11.82011604309082), P(13.505012512207031, 11.822294235229492), P(17.076229095458984, 11.822294235229492), P(16.06157112121582, 11.822319984436035), P(4.6461286544799805, 11.822320938110352), P(7.294907569885254, 11.824524879455566), P(14.908491134643555, 12.035385131835938), P(19.14518928527832, 12.035385131835938), P(9.262858390808105, 12.035411834716797), P(16.06595230102539, 12.039766311645508), P(4.883383274078369, 12.061726570129395), P(13.742294311523438, 12.061726570129395), P(17.31351089477539, 12.061726570129395)]"
logo_153,355,21,"[102, 5, 14, 11, 11, 6, 6, 5, 18, 12, 12, 12, 29, 16, 12, 4, 4, 4, 5, 6, 61]",102,"[P(11.754366874694824, 4.372608184814453), P(7.4854841232299805, 8.367897987365723), P(17.587764739990234, 8.367923736572266), P(4.948919773101807, 8.475017547607422), P(11.976607322692871, 8.475017547607422), P(5.261898040771484, 8.763259887695312), P(12.289610862731934, 8.763259887695312), P(15.037603378295898, 8.952688217163086), P(6.4148454666137695, 8.952713012695312), P(10.568405151367188, 8.952713012695312), P(13.722622871398926, 8.952713012695312), P(18.55963897705078, 8.952713012695312), P(8.199243545532227, 8.952713966369629), P(16.105432510375977, 8.952738761901855), P(7.101184844970703, 8.999373435974121), P(10.549139022827148, 9.207992553710938), P(13.703381538391113, 9.207992553710938), P(18.54037094116211, 9.207992553710938), P(15.037578582763672, 9.227258682250977), P(16.44585609436035, 9.227258682250977), P(13.409092903137207, 11.172586441040039)]"
logo_155,260,21,"[5, 53, 14, 5, 29, 18, 5, 16, 16, 16, 12, 12, 12, 12, 4, 4, 4, 5, 6, 6, 6]",53,"[P(13.08829116821289, 7.839758396148682), P(19.617979049682617, 9.58101749420166), P(17.61156463623047, 13.935709953308105), P(7.478298664093018, 13.935710906982422), P(8.262554168701172, 14.441936492919922), P(6.456438064575195, 14.441938400268555), P(15.047371864318848, 14.441938400268555), P(5.149425029754639, 14.441964149475098), P(12.083873748779297, 14.441964149475098), P(16.161909103393555, 14.441964149475098), P(10.479829788208008, 14.44198989868164), P(13.718910217285156, 14.44198989868164), P(18.642969131469727, 14.44198989868164), P(7.145571708679199, 14.482336044311523), P(10.463191032409668, 14.662984848022461), P(13.702300071716309, 14.662984848022461), P(18.62630271911621, 14.662984848022461), P(15.047371864318848, 14.679595947265625), P(5.4441728591918945, 14.679649353027344), P(12.378622055053711, 14.679649353027344), P(16.45665740966797, 14.679649353027344)]"
logo_157,603,22,"[50, 337, 8, 5, 26, 13, 14, 14, 14, 8, 6, 6, 6, 3, 3, 3, 3, 3, 9, 9, 9, 54]",337,"[P(4.869057655334473, 10.477234840393066), P(5.8884453773498535, 11.025418281555176), P(18.405658721923828, 11.063800811767578), P(10.352076530456543, 11.123335838317871), P(11.820520401000977, 11.490789413452148), P(9.974651336669922, 11.4917573928833), P(14.616727828979492, 11.493127822875977), P(17.806407928466797, 11.493127822875977), P(8.833639144897461, 11.493155479431152), P(10.262141227722168, 11.50866413116455), P(8.91876220703125, 11.678319931030273), P(14.701797485351562, 11.678319931030273), P(17.891475677490234, 11.678319931030273), P(16.983177185058594, 11.693318367004395), P(16.83013153076172, 11.751429557800293), P(12.55959415435791, 11.855475425720215), P(15.35098934173584, 11.855475425720215), P(18.999347686767578, 11.855475425720215), P(12.366634368896484, 11.932186126708984), P(15.158056259155273, 11.932186126708984), P(18.806468963623047, 11.932186126708984), P(7.391293525695801, 12.883221626281738)]"
logo_158,164,17,"[5, 8, 20, 10, 13, 5, 13, 10, 13, 10, 7, 13, 8, 8, 7, 7, 7]",20,"[P(10.950549125671387, 10.290067672729492), P(15.501267433166504, 12.239633560180664), P(7.859272480010986, 12.258098602294922), P(4.380006313323975, 12.258152961730957), P(5.669279098510742, 12.258152961730957), P(7.020318508148193, 12.258152961730957), P(9.609186172485352, 12.258152961730957), P(12.48253345489502, 12.258152961730957), P(13.771886825561523, 12.258152961730957), P(16.453216552734375, 12.258152961730957), P(17.726119995117188, 12.258152961730957), P(18.78711700439453, 12.258152961730957), P(15.4971284866333, 12.461729049682617), P(5.9510178565979, 12.488446235656738), P(4.667926788330078, 12.49048900604248), P(12.77048110961914, 12.49048900604248), P(16.74116325378418, 12.49048900604248)]"
logo_156,603,22,"[50, 337, 54, 8, 5, 26, 13, 14, 14, 14, 8, 6, 6, 6, 3, 3, 3, 3, 3, 9, 9, 9]",337,"[P(10.375218391418457, 8.125327110290527), P(11.967975616455078, 8.98188591003418), P(14.316253662109375, 11.884665489196777), P(18.002939224243164, 13.359855651855469), P(7.264831066131592, 13.439254760742188), P(9.222728729248047, 13.929219245910645), P(6.761641502380371, 13.930427551269531), P(5.2402472496032715, 13.932336807250977), P(12.950942039489746, 13.932336807250977), P(17.203872680664062, 13.932336807250977), P(7.144872665405273, 13.953140258789062), P(13.064423561096191, 14.179241180419922), P(17.31732940673828, 14.179241180419922), P(5.353700637817383, 14.179295539855957), P(16.106243133544922, 14.199239730834961), P(15.902210235595703, 14.276729583740234), P(10.208196640014648, 14.415502548217773), P(13.93006706237793, 14.415502548217773), P(18.794588088989258, 14.415502548217773), P(13.67273235321045, 14.51774787902832), P(9.950889587402344, 14.517748832702637), P(18.537281036376953, 14.517748832702637)]"
logo_159,255,21,"[53, 5, 13, 5, 13, 5, 13, 13, 13, 7, 14, 14, 14, 23, 7, 7, 7, 8, 7, 7, 7]",53,"[P(11.180063247680664, 9.233749389648438), P(11.23989486694336, 10.558690071105957), P(17.9637508392334, 12.305862426757812), P(7.074209690093994, 12.316129684448242), P(6.123388767242432, 12.859475135803223), P(7.2408013343811035, 12.859475135803223), P(10.321327209472656, 12.862082481384277), P(13.676146507263184, 12.862082481384277), P(19.06842803955078, 12.862082481384277), P(15.142090797424316, 12.864581108093262), P(4.683059215545654, 12.864608764648438), P(11.953863143920898, 12.864608764648438), P(16.415855407714844, 12.864608764648438), P(7.940471649169922, 12.867135047912598), P(10.326460838317871, 13.11320686340332), P(13.681280136108398, 13.11320686340332), P(19.073505401611328, 13.11320686340332), P(15.147197723388672, 13.118367195129395), P(4.959879398345947, 13.14398193359375), P(12.230657577514648, 13.14398193359375), P(16.6926212310791, 13.14398193359375)]"
logo_16,129,16,"[6, 6, 11, 9, 9, 13, 12, 9, 11, 6, 6, 7, 6, 6, 6, 6]",13,"[P(5.904582977294922, 9.619003295898438), P(18.09514808654785, 9.619003295898438), P(9.947587966918945, 11.134927749633789), P(6.5394439697265625, 11.137616157531738), P(13.804865837097168, 11.137616157531738), P(7.6683244705200195, 11.147561073303223), P(10.816288948059082, 11.147561073303223), P(15.300363540649414, 11.147561073303223), P(16.689693450927734, 11.147561073303223), P(6.476280212402344, 11.453433990478516), P(13.741971015930176, 11.453433990478516), P(15.507593154907227, 11.602338790893555), P(6.443489074707031, 12.125386238098145), P(13.708910942077637, 12.125386238098145), P(4.381131172180176, 12.857008934020996), P(19.04770851135254, 12.857008934020996)]"
logo_161,185,20,"[5, 13, 5, 13, 12, 24, 13, 13, 5, 12, 12, 12, 5, 5, 5, 5, 5, 7, 7, 7]",24,"[P(11.702631950378418, 9.695639610290527), P(18.241430282592773, 10.973892211914062), P(7.470342636108398, 11.000824928283691), P(5.0319132804870605, 11.557958602905273), P(6.493342399597168, 11.557958602905273), P(8.1808443069458, 11.557958602905273), P(12.2906494140625, 11.557958602905273), P(16.59964942932129, 11.557958602905273), P(7.569926738739014, 11.571451187133789), P(10.58973503112793, 11.574112892150879), P(14.085824966430664, 11.574112892150879), P(19.156503677368164, 11.574112892150879), P(15.463905334472656, 11.576800346374512), P(10.549336433410645, 11.837896347045898), P(14.045482635498047, 11.837896347045898), P(19.116134643554688, 11.837896347045898), P(15.41006851196289, 11.84327220916748), P(5.354883193969727, 11.875579833984375), P(12.613673210144043, 11.875579833984375), P(16.92264747619629, 11.875579833984375)]"
logo_160,257,21,"[53, 7, 13, 5, 13, 5, 13, 13, 13, 7, 14, 14, 14, 23, 7, 7, 7, 8, 7, 7, 7]",53,"[P(10.541487693786621, 8.087361335754395), P(11.184632301330566, 10.424755096435547), P(17.5132999420166, 13.633382797241211), P(7.426181316375732, 13.642897605895996), P(6.545459270477295, 14.146247863769531), P(7.580543518066406, 14.146247863769531), P(10.434135437011719, 14.148587226867676), P(13.541620254516602, 14.148587226867676), P(18.536502838134766, 14.148587226867676), P(14.899514198303223, 14.150978088378906), P(5.211272239685059, 14.151005744934082), P(11.946257591247559, 14.151005744934082), P(16.07942008972168, 14.151005744934082), P(8.228607177734375, 14.15334415435791), P(10.438838958740234, 14.38129997253418), P(13.546351432800293, 14.38129997253418), P(18.54123306274414, 14.38129997253418), P(14.904298782348633, 14.386030197143555), P(5.467691421508789, 14.40976333618164), P(12.202730178833008, 14.40976333618164), P(16.335838317871094, 14.40976333618164)]"
logo_163,225,22,"[7, 7, 13, 7, 14, 13, 11, 4, 19, 9, 9, 13, 9, 13, 15, 11, 15, 8, 8, 6, 6, 8]",19,"[P(19.484479904174805, 7.802311420440674), P(12.093267440795898, 8.966939926147461), P(4.401558876037598, 11.618465423583984), P(4.835909366607666, 11.975944519042969), P(9.056310653686523, 12.279666900634766), P(7.411369800567627, 12.2869234085083), P(10.770326614379883, 12.333422660827637), P(7.4111008644104, 12.606504440307617), P(8.716033935546875, 15.386240005493164), P(9.472651481628418, 15.396183967590332), P(14.511759757995605, 15.396183967590332), P(10.448864936828613, 15.398333549499512), P(10.945840835571289, 15.398333549499512), P(12.234914779663086, 15.398333549499512), P(12.748555183410645, 15.398333549499512), P(13.488779067993164, 15.398333549499512), P(15.352775573730469, 15.398333549499512), P(10.310979843139648, 15.52492904663086), P(13.644671440124512, 15.532723426818848), P(9.55247974395752, 15.568740844726562), P(14.59158706665039, 15.568740844726562), P(13.64709186553955, 15.84235954284668)]"
logo_162,184,21,"[8, 9, 9, 26, 13, 14, 14, 14, 9, 8, 6, 6, 6, 3, 3, 3, 3, 3, 9, 9, 9]",26,"[P(18.369319915771484, 11.261598587036133), P(10.236042022705078, 11.323310852050781), P(6.4332685470581055, 11.499847412109375), P(11.757732391357422, 11.704070091247559), P(9.844989776611328, 11.704957008361816), P(8.662585258483887, 11.706488609313965), P(14.44295883178711, 11.706488609313965), P(17.748348236083984, 11.706488609313965), P(4.878787517547607, 11.720331192016602), P(10.142882347106934, 11.72264289855957), P(14.531120300292969, 11.898372650146484), P(8.750772476196289, 11.89840030670166), P(17.836509704589844, 11.89840030670166), P(16.89528465270996, 11.913935661315918), P(16.736675262451172, 11.974169731140137), P(12.523603439331055, 12.081978797912598), P(15.203910827636719, 12.082033157348633), P(18.984617233276367, 12.082033157348633), P(12.32368278503418, 12.161458015441895), P(15.003910064697266, 12.161484718322754), P(18.784696578979492, 12.161484718322754)]"
logo_164,202,22,"[7, 7, 11, 6, 10, 13, 15, 4, 14, 15, 9, 11, 9, 13, 8, 9, 11, 6, 6, 6, 6, 6]",15,"[P(13.388792037963867, 6.0886969566345215), P(4.519016265869141, 7.486358642578125), P(10.273350715637207, 13.096626281738281), P(10.699637413024902, 13.506248474121094), P(14.002689361572266, 13.775567054748535), P(16.49052619934082, 13.775567054748535), P(17.955385208129883, 13.820722579956055), P(13.973660469055176, 14.16046142578125), P(10.654213905334473, 17.057384490966797), P(15.615374565124512, 17.070016860961914), P(11.655691146850586, 17.07028579711914), P(12.527349472045898, 17.07028579711914), P(13.561349868774414, 17.07028579711914), P(14.604220390319824, 17.07028579711914), P(16.74129867553711, 17.07028579711914), P(18.080904006958008, 17.07028579711914), P(18.946916580200195, 17.07028579711914), P(16.90337371826172, 17.222684860229492), P(12.693187713623047, 17.23101806640625), P(11.732831954956055, 17.27724838256836), P(18.158042907714844, 17.27724838256836), P(16.903104782104492, 17.526676177978516)]"
logo_166,202,22,"[7, 7, 11, 6, 10, 13, 15, 4, 14, 9, 11, 9, 13, 15, 8, 9, 11, 6, 6, 6, 6, 6]",15,"[P(17.543657302856445, 4.277384281158447), P(6.4563446044921875, 6.024341583251953), P(6.619831562042236, 13.963663101196289), P(7.1264214515686035, 14.450697898864746), P(10.967872619628906, 14.770215034484863), P(13.840494155883789, 14.770416259765625), P(15.497945785522461, 14.824441909790039), P(10.933602333068848, 15.22781753540039), P(7.161900520324707, 18.543731689453125), P(8.28696060180664, 18.56167221069336), P(9.232405662536621, 18.56167221069336), P(10.401412010192871, 18.56167221069336), P(11.583520889282227, 18.56167221069336), P(12.721683502197266, 18.56167221069336), P(14.01809310913086, 18.56167221069336), P(15.610029220581055, 18.56167221069336), P(16.54741096496582, 18.56167221069336), P(14.241854667663574, 18.77233123779297), P(9.461006164550781, 18.78382110595703), P(8.39299488067627, 18.847320556640625), P(15.716266632080078, 18.847320556640625), P(14.241653442382812, 19.192035675048828)]"
logo_165,221,22,"[6, 14, 7, 16, 13, 11, 6, 6, 17, 9, 9, 15, 13, 9, 13, 9, 15, 7, 7, 6, 6, 7]",17,"[P(9.942749977111816, 8.190431594848633), P(12.863325119018555, 11.295121192932129), P(13.172961235046387, 11.595081329345703), P(16.853113174438477, 11.8402099609375), P(15.404918670654297, 11.853111267089844), P(18.459348678588867, 11.891816139221191), P(15.359764099121094, 12.117591857910156), P(4.395645618438721, 13.670877456665039), P(10.963848114013672, 14.502487182617188), P(11.866416931152344, 14.514312744140625), P(17.878780364990234, 14.514312744140625), P(15.574251174926758, 14.516999244689941), P(13.027281761169434, 14.517000198364258), P(14.287595748901367, 14.517000198364258), P(15.154684066772461, 14.517000198364258), P(16.98830795288086, 14.517000198364258), P(18.882410049438477, 14.517000198364258), P(12.841285705566406, 14.664023399353027), P(16.812255859375, 14.672893524169922), P(11.919903755187988, 14.714823722839355), P(17.932537078857422, 14.714823722839355), P(16.737804412841797, 15.03225326538086)]"
logo_167,207,23,"[5, 7, 7, 11, 6, 13, 10, 15, 4, 14, 11, 9, 9, 11, 13, 15, 8, 9, 6, 6, 6, 6, 6]",15,"[P(4.380863189697266, 4.380863189697266), P(17.17376708984375, 5.523988723754883), P(6.825964450836182, 6.927026271820068), P(7.2248358726501465, 13.309501647949219), P(7.812122344970703, 13.879587173461914), P(13.56484317779541, 13.996774673461914), P(11.036420822143555, 13.997044563293457), P(15.007390975952148, 14.04327392578125), P(11.007122993469238, 14.500202178955078), P(7.686601638793945, 17.181026458740234), P(16.561485290527344, 17.194732666015625), P(10.587018013000488, 17.195268630981445), P(8.688886642456055, 17.195270538330078), P(9.54952335357666, 17.195270538330078), P(11.634458541870117, 17.195270538330078), P(12.647494316101074, 17.195270538330078), P(13.7849760055542, 17.195270538330078), P(15.156832695007324, 17.195270538330078), P(13.962101936340332, 17.361644744873047), P(9.730412483215332, 17.370784759521484), P(8.773015022277832, 17.421045303344727), P(15.240425109863281, 17.421045303344727), P(13.961833953857422, 17.693321228027344)]"
logo_17,110,14,"[6, 8, 13, 13, 5, 7, 8, 9, 13, 6, 6, 4, 6, 6]",13,"[P(15.043139457702637, 9.712000846862793), P(4.38543176651001, 12.226716995239258), P(6.286520957946777, 12.226716995239258), P(8.623302459716797, 12.226716995239258), P(9.508668899536133, 12.226716995239258), P(10.466604232788086, 12.226716995239258), P(11.918023109436035, 12.226716995239258), P(14.269587516784668, 12.226716995239258), P(15.720736503601074, 12.226716995239258), P(4.777315139770508, 12.575057029724121), P(12.309904098510742, 12.575057029724121), P(14.510147094726562, 12.740626335144043), P(4.777315139770508, 13.416879653930664), P(12.309904098510742, 13.416879653930664)]"
logo_169,334,49,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 5, 11, 5, 5, 6, 5, 5, 13, 10, 11, 5, 5, 5, 5, 5, 5, 18, 9, 11, 9, 17, 11, 8, 9, 11, 6, 6, 4, 4, 6]",18,"[P(15.656766891479492, 7.139631271362305), P(16.634323120117188, 7.490659236907959), P(14.67894172668457, 7.490659713745117), P(13.656498908996582, 7.6755805015563965), P(17.656766891479492, 7.6755805015563965), P(15.656766891479492, 8.251041412353516), P(12.985352516174316, 8.468484878540039), P(18.327646255493164, 8.468484878540039), P(17.10146713256836, 8.63808536529541), P(14.212337493896484, 8.638086318969727), P(12.192447662353516, 9.139900207519531), P(19.120548248291016, 9.139900207519531), P(13.154953002929688, 9.695201873779297), P(18.158849716186523, 9.695201873779297), P(12.737804412841797, 10.012632369995117), P(18.575462341308594, 10.012632369995117), P(13.656766891479492, 10.695066452026367), P(17.656497955322266, 10.69533634185791), P(12.101061820983887, 10.917617797851562), P(19.212202072143555, 10.917618751525879), P(4.343233108520508, 11.525869369506836), P(18.748018264770508, 11.6231689453125), P(16.61873435974121, 11.695201873779297), P(4.890471935272217, 12.021770477294922), P(16.212068557739258, 12.102136611938477), P(15.656497955322266, 12.251041412353516), P(11.330198287963867, 12.4241361618042), P(8.365273475646973, 12.447251319885254), P(12.569547653198242, 12.466066360473633), P(18.35049057006836, 12.69533634185791), P(17.385028839111328, 12.868162155151367), P(8.393226623535156, 12.891547203063965), P(16.289209365844727, 13.500873565673828), P(17.21193504333496, 13.834161758422852), P(15.656766891479492, 14.250772476196289), P(7.532858848571777, 15.978765487670898), P(8.636205673217773, 15.988173484802246), P(9.529096603393555, 15.988173484802246), P(10.586212158203125, 15.988173484802246), P(11.857815742492676, 15.988173484802246), P(12.72329044342041, 15.988173484802246), P(13.891681671142578, 15.988173484802246), P(15.235319137573242, 15.988173484802246), P(16.144603729248047, 15.988173484802246), P(9.667518615722656, 16.113426208496094), P(14.02902889251709, 16.11369514465332), P(8.71200180053711, 16.174976348876953), P(15.311114311218262, 16.174976348876953), P(14.02902889251709, 16.461496353149414)]"
logo_171,205,24,"[5, 11, 6, 11, 11, 13, 7, 5, 5, 11, 9, 13, 11, 8, 13, 9, 9, 17, 6, 6, 4, 4, 6, 5]",17,"[P(6.406665802001953, 7.696009159088135), P(9.521032333374023, 8.90149211883545), P(10.070690155029297, 9.401424407958984), P(15.180217742919922, 9.901357650756836), P(17.809703826904297, 9.901357650756836), P(13.380459785461426, 9.901626586914062), P(13.385297775268555, 10.361510276794434), P(6.40693473815918, 10.507190704345703), P(9.125655174255371, 13.483134269714355), P(14.526811599731445, 13.606505393981934), P(15.222416877746582, 13.606505393981934), P(15.988712310791016, 13.606505393981934), P(16.654481887817383, 13.606505393981934), P(17.43260383605957, 13.606505393981934), P(19.41486358642578, 13.606505393981934), P(13.932267189025879, 13.606773376464844), P(18.40021514892578, 13.606773376464844), P(13.266227722167969, 13.60677433013916), P(14.686736106872559, 13.748421669006348), P(17.592260360717773, 13.748421669006348), P(14.030372619628906, 13.815885543823242), P(18.498319625854492, 13.815885543823242), P(17.592260360717773, 14.091385841369629), P(8.666577339172363, 14.336783409118652)]"
logo_170,285,40,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 11, 6, 5, 13, 10, 11, 5, 5, 5, 5, 5, 5, 18, 9, 11, 9, 17, 11, 8, 9, 11, 6, 6, 4, 4, 6]",18,"[P(14.042737007141113, 7.463647365570068), P(16.3980655670166, 7.463916301727295), P(15.220535278320312, 7.561214923858643), P(13.071898460388184, 8.137212753295898), P(17.36890411376953, 8.137212753295898), P(12.002957344055176, 8.641446113586426), P(18.437847137451172, 8.641446113586426), P(14.370112419128418, 8.68445110321045), P(16.070959091186523, 8.684720039367676), P(12.89665412902832, 9.53514289855957), P(17.544147491455078, 9.53514289855957), P(18.94207763671875, 9.71038818359375), P(19.06168556213379, 10.567800521850586), P(17.287193298339844, 10.781749725341797), P(4.384356498718262, 10.904582977294922), P(4.991264820098877, 11.454239845275879), P(18.759307861328125, 11.479774475097656), P(11.843838691711426, 11.90068531036377), P(8.700174331665039, 11.926488876342773), P(13.073243141174316, 11.947184562683105), P(17.548717498779297, 11.959280014038086), P(8.731353759765625, 12.41943359375), P(19.192581176757812, 12.661335945129395), P(16.114233016967773, 12.752452850341797), P(17.628543853759766, 13.249428749084473), P(17.72288703918457, 14.361376762390137), P(7.679882049560547, 15.655019760131836), P(8.735922813415527, 15.664427757263184), P(9.58150863647461, 15.664427757263184), P(10.591588020324707, 15.664427757263184), P(11.815616607666016, 15.664427757263184), P(12.634055137634277, 15.664427757263184), P(13.755141258239746, 15.664427757263184), P(15.051203727722168, 15.664427757263184), P(15.913453102111816, 15.664427757263184), P(9.719930648803711, 15.789679527282715), P(13.892219543457031, 15.789679527282715), P(8.811718940734863, 15.851229667663574), P(15.126999855041504, 15.851229667663574), P(13.892218589782715, 16.13775062561035)]"
