id,total_len,nb_groups,len_groups,max_len_group,start_pos
logo_126_40,3,1,[3],3,"[P(18.479774475097656, 11.406262397766113)]"
logo_126_4,3,1,[3],3,"[P(18.967342376708984, 10.522509574890137)]"
logo_126_41,3,1,[3],3,"[P(18.479774475097656, 11.455449104309082)]"
logo_126_44,3,1,[3],3,"[P(5.540115833282471, 11.448461532592773)]"
logo_126_42,3,1,[3],3,"[P(5.540922164916992, 11.464588165283203)]"
logo_126_43,3,1,[3],3,"[P(5.540922164916992, 11.461899757385254)]"
logo_126_46,3,1,[3],3,"[P(5.541728496551514, 11.477758407592773)]"
logo_126_45,3,1,[3],3,"[P(5.541996955871582, 11.485821723937988)]"
logo_126_47,3,1,[3],3,"[P(5.538503170013428, 11.414056777954102)]"
logo_126_48,3,1,[3],3,"[P(5.537965297698975, 11.40464973449707)]"
logo_126_50,3,1,[3],3,"[P(5.538234233856201, 11.410831451416016)]"
logo_126_51,3,1,[3],3,"[P(5.5428032875061035, 11.497648239135742)]"
logo_126_49,3,1,[3],3,"[P(5.537965297698975, 11.405993461608887)]"
logo_126_5,16,1,[16],16,"[P(17.26354217529297, 7.118666172027588)]"
logo_126_52,3,1,[3],3,"[P(5.539577960968018, 11.437440872192383)]"
logo_126_53,3,1,[3],3,"[P(5.539846897125244, 11.444429397583008)]"
logo_126_54,3,1,[3],3,"[P(5.550060749053955, 11.638757705688477)]"
logo_126_56,3,1,[3],3,"[P(5.5514044761657715, 11.665367126464844)]"
logo_126_57,16,1,[16],16,"[P(11.326435089111328, 7.764546871185303)]"
logo_126_60,3,1,[3],3,"[P(5.545222759246826, 11.544953346252441)]"
logo_126_59,3,1,[3],3,"[P(5.5444159507751465, 11.529363632202148)]"
logo_126_61,3,1,[3],3,"[P(5.5428032875061035, 11.501948356628418)]"
logo_126_6,3,1,[3],3,"[P(18.963043212890625, 10.442682266235352)]"
logo_126_63,3,1,[3],3,"[P(5.547372817993164, 11.590108871459961)]"
logo_126_62,3,1,[3],3,"[P(5.546297550201416, 11.569681167602539)]"
logo_126_65,25,1,[25],25,"[P(8.119338989257812, 9.926891326904297)]"
logo_126_64,3,1,[3],3,"[P(5.548985481262207, 11.620749473571777)]"
logo_126_7,3,1,[3],3,"[P(18.96331214904785, 10.448326110839844)]"
logo_126_66,22,1,[22],22,"[P(11.810240745544434, 9.274291038513184)]"
logo_126_8,3,1,[3],3,"[P(18.96331214904785, 10.445100784301758)]"
logo_126_67,25,1,[25],25,"[P(14.82193374633789, 9.926891326904297)]"
logo_126_9,3,1,[3],3,"[P(18.963581085205078, 10.452627182006836)]"
logo_127_0,25,1,[25],25,"[P(5.112753391265869, 14.113022804260254)]"
logo_127_1,22,1,[22],22,"[P(7.0555033683776855, 14.122698783874512)]"
logo_127_100,5,1,[5],5,"[P(5.540384292602539, 11.99878978729248)]"
logo_127_10,19,1,[19],19,"[P(18.302379608154297, 14.113021850585938)]"
logo_127_101,5,1,[5],5,"[P(6.534336566925049, 11.99878978729248)]"
logo_127_102,5,1,[5],5,"[P(7.0310444831848145, 11.99878978729248)]"
logo_127_103,5,1,[5],5,"[P(7.52802038192749, 11.99878978729248)]"
logo_127_104,5,1,[5],5,"[P(8.521703720092773, 11.99878978729248)]"
logo_127_106,5,1,[5],5,"[P(9.515656471252441, 11.99878978729248)]"
logo_127_105,5,1,[5],5,"[P(9.018680572509766, 11.99878978729248)]"
logo_127_107,5,1,[5],5,"[P(11.503024101257324, 11.501813888549805)]"
logo_127_108,5,1,[5],5,"[P(11.503024101257324, 11.99878978729248)]"
logo_127_110,5,1,[5],5,"[P(12.0, 11.99878978729248)]"
logo_127_109,5,1,[5],5,"[P(12.0, 11.501813888549805)]"
logo_127_11,5,1,[5],5,"[P(4.546700477600098, 8.52049446105957)]"
logo_127_111,5,1,[5],5,"[P(12.496976852416992, 11.501813888549805)]"
logo_127_112,5,1,[5],5,"[P(12.496976852416992, 11.99878978729248)]"
logo_127_113,5,1,[5],5,"[P(14.484344482421875, 8.52049446105957)]"
logo_127_114,5,1,[5],5,"[P(14.484344482421875, 9.017470359802246)]"
logo_127_115,5,1,[5],5,"[P(14.484344482421875, 9.514447212219238)]"
logo_127_117,5,1,[5],5,"[P(14.484344482421875, 10.508130073547363)]"
logo_127_118,5,1,[5],5,"[P(14.484344482421875, 11.004837989807129)]"
logo_127_116,5,1,[5],5,"[P(14.484344482421875, 10.011154174804688)]"
logo_127_119,5,1,[5],5,"[P(14.484344482421875, 11.501813888549805)]"
logo_127_12,5,1,[5],5,"[P(4.546700477600098, 9.017470359802246)]"
logo_127_121,5,1,[5],5,"[P(14.98132038116455, 9.017470359802246)]"
logo_127_120,5,1,[5],5,"[P(14.98132038116455, 8.52049446105957)]"
logo_127_123,5,1,[5],5,"[P(14.98132038116455, 10.011154174804688)]"
logo_127_122,5,1,[5],5,"[P(14.98132038116455, 9.514447212219238)]"
logo_127_125,5,1,[5],5,"[P(14.98132038116455, 11.004837989807129)]"
logo_127_124,5,1,[5],5,"[P(14.98132038116455, 10.508130073547363)]"
logo_127_127,5,1,[5],5,"[P(15.478296279907227, 8.52049446105957)]"
logo_127_126,5,1,[5],5,"[P(14.98132038116455, 11.501813888549805)]"
logo_127_128,5,1,[5],5,"[P(15.478296279907227, 9.017470359802246)]"
logo_127_13,5,1,[5],5,"[P(4.546700477600098, 9.514447212219238)]"
logo_127_132,5,1,[5],5,"[P(15.478296279907227, 11.004837989807129)]"
logo_127_129,5,1,[5],5,"[P(15.478296279907227, 9.514447212219238)]"
logo_127_130,5,1,[5],5,"[P(15.478296279907227, 10.011154174804688)]"
logo_127_135,5,1,[5],5,"[P(16.471981048583984, 8.52049446105957)]"
logo_127_133,5,1,[5],5,"[P(15.478296279907227, 11.501813888549805)]"
logo_127_131,5,1,[5],5,"[P(15.478296279907227, 10.508130073547363)]"
logo_127_134,5,1,[5],5,"[P(15.975004196166992, 9.017470359802246)]"
logo_127_136,5,1,[5],5,"[P(16.471981048583984, 9.017470359802246)]"
logo_127_137,5,1,[5],5,"[P(16.471981048583984, 9.514447212219238)]"
logo_127_139,5,1,[5],5,"[P(16.471981048583984, 10.508130073547363)]"
logo_127_138,5,1,[5],5,"[P(16.471981048583984, 10.011154174804688)]"
logo_127_14,5,1,[5],5,"[P(4.546700477600098, 10.011154174804688)]"
logo_127_140,5,1,[5],5,"[P(16.471981048583984, 11.004837989807129)]"
logo_127_142,5,1,[5],5,"[P(16.968955993652344, 8.52049446105957)]"
logo_127_141,5,1,[5],5,"[P(16.471981048583984, 11.501813888549805)]"
logo_127_143,5,1,[5],5,"[P(16.968955993652344, 9.017470359802246)]"
logo_127_145,5,1,[5],5,"[P(16.968955993652344, 10.011154174804688)]"
logo_127_144,5,1,[5],5,"[P(16.968955993652344, 9.514447212219238)]"
logo_127_148,5,1,[5],5,"[P(16.968955993652344, 11.501813888549805)]"
logo_127_147,5,1,[5],5,"[P(16.968955993652344, 11.004837989807129)]"
logo_127_149,5,1,[5],5,"[P(17.46566390991211, 9.017470359802246)]"
logo_127_146,5,1,[5],5,"[P(16.968955993652344, 10.508130073547363)]"
logo_127_15,5,1,[5],5,"[P(4.546700477600098, 10.508130073547363)]"
logo_127_150,5,1,[5],5,"[P(17.46566390991211, 9.514447212219238)]"
logo_127_151,5,1,[5],5,"[P(17.46566390991211, 10.011154174804688)]"
logo_127_153,5,1,[5],5,"[P(17.46566390991211, 11.004837989807129)]"
logo_127_152,5,1,[5],5,"[P(17.46566390991211, 10.508130073547363)]"
logo_127_156,5,1,[5],5,"[P(18.459617614746094, 8.52049446105957)]"
logo_127_155,5,1,[5],5,"[P(17.9626407623291, 9.017470359802246)]"
logo_127_157,5,1,[5],5,"[P(18.459617614746094, 9.017470359802246)]"
logo_127_154,5,1,[5],5,"[P(17.46566390991211, 11.501813888549805)]"
logo_127_16,5,1,[5],5,"[P(4.546700477600098, 11.004837989807129)]"
logo_127_160,5,1,[5],5,"[P(18.459617614746094, 10.508130073547363)]"
logo_127_159,5,1,[5],5,"[P(18.459617614746094, 10.011154174804688)]"
logo_127_158,5,1,[5],5,"[P(18.459617614746094, 9.514447212219238)]"
logo_127_161,5,1,[5],5,"[P(18.459617614746094, 11.004837989807129)]"
logo_127_163,5,1,[5],5,"[P(18.956323623657227, 8.52049446105957)]"
logo_127_162,5,1,[5],5,"[P(18.459617614746094, 11.501813888549805)]"
logo_127_165,5,1,[5],5,"[P(18.956323623657227, 9.514447212219238)]"
logo_127_164,5,1,[5],5,"[P(18.956323623657227, 9.017470359802246)]"
logo_127_166,5,1,[5],5,"[P(18.956323623657227, 10.011154174804688)]"
logo_127_167,5,1,[5],5,"[P(18.956323623657227, 10.508130073547363)]"
logo_127_17,5,1,[5],5,"[P(4.546700477600098, 11.501813888549805)]"
logo_127_169,5,1,[5],5,"[P(18.956323623657227, 11.501813888549805)]"
logo_127_168,5,1,[5],5,"[P(18.956323623657227, 11.004837989807129)]"
logo_127_170,5,1,[5],5,"[P(19.45330047607422, 9.017470359802246)]"
logo_127_171,5,1,[5],5,"[P(19.45330047607422, 9.514178276062012)]"
logo_127_174,5,1,[5],5,"[P(19.45330047607422, 11.004837989807129)]"
logo_127_173,5,1,[5],5,"[P(19.45330047607422, 10.508130073547363)]"
logo_127_172,5,1,[5],5,"[P(19.45330047607422, 10.011154174804688)]"
logo_127_176,5,1,[5],5,"[P(14.484344482421875, 11.99878978729248)]"
logo_127_175,5,1,[5],5,"[P(19.45330047607422, 11.501813888549805)]"
logo_127_177,5,1,[5],5,"[P(14.98132038116455, 11.99878978729248)]"
logo_127_178,5,1,[5],5,"[P(15.478296279907227, 11.99878978729248)]"
logo_127_179,5,1,[5],5,"[P(16.471981048583984, 11.99878978729248)]"
logo_127_181,5,1,[5],5,"[P(17.46566390991211, 11.99878978729248)]"
logo_127_180,5,1,[5],5,"[P(16.968955993652344, 11.99878978729248)]"
logo_127_18,5,1,[5],5,"[P(5.043676853179932, 8.52049446105957)]"
logo_127_184,5,1,[5],5,"[P(19.45330047607422, 11.99878978729248)]"
logo_127_183,5,1,[5],5,"[P(18.956323623657227, 11.99878978729248)]"
logo_127_182,5,1,[5],5,"[P(18.459617614746094, 11.99878978729248)]"
logo_127_185,5,1,[5],5,"[P(10.509340286254883, 9.017470359802246)]"
logo_127_187,5,1,[5],5,"[P(5.043676853179932, 12.495766639709473)]"
logo_127_186,5,1,[5],5,"[P(10.509340286254883, 8.52049446105957)]"
logo_127_188,5,1,[5],5,"[P(7.0310444831848145, 12.495766639709473)]"
logo_127_189,5,1,[5],5,"[P(9.018680572509766, 12.495766639709473)]"
logo_127_19,5,1,[5],5,"[P(5.043676853179932, 9.017470359802246)]"
logo_127_190,5,1,[5],5,"[P(12.0, 12.495497703552246)]"
logo_127_191,5,1,[5],5,"[P(14.98132038116455, 12.495766639709473)]"
logo_127_192,5,1,[5],5,"[P(16.968955993652344, 12.495766639709473)]"
logo_127_21,5,1,[5],5,"[P(5.043676853179932, 10.011154174804688)]"
logo_127_20,5,1,[5],5,"[P(5.043676853179932, 9.514447212219238)]"
logo_127_2,13,1,[13],13,"[P(8.545087814331055, 14.11329174041748)]"
logo_127_193,5,1,[5],5,"[P(18.956323623657227, 12.495766639709473)]"
logo_127_25,5,1,[5],5,"[P(5.540384292602539, 8.52049446105957)]"
logo_127_24,5,1,[5],5,"[P(5.043676853179932, 11.501813888549805)]"
logo_127_22,5,1,[5],5,"[P(5.043676853179932, 10.508130073547363)]"
logo_127_23,5,1,[5],5,"[P(5.043676853179932, 11.004837989807129)]"
logo_127_26,5,1,[5],5,"[P(5.540384292602539, 9.017470359802246)]"
logo_127_27,5,1,[5],5,"[P(5.540384292602539, 9.514447212219238)]"
logo_127_28,5,1,[5],5,"[P(5.540384292602539, 10.011154174804688)]"
logo_127_29,5,1,[5],5,"[P(5.540384292602539, 10.508130073547363)]"
logo_127_3,13,1,[13],13,"[P(9.938448905944824, 14.11329174041748)]"
logo_127_30,5,1,[5],5,"[P(5.540384292602539, 11.004837989807129)]"
logo_127_32,5,1,[5],5,"[P(6.037360668182373, 9.017470359802246)]"
logo_127_34,5,1,[5],5,"[P(6.534336566925049, 9.017470359802246)]"
logo_127_33,5,1,[5],5,"[P(6.534336566925049, 8.52049446105957)]"
logo_127_31,5,1,[5],5,"[P(5.540384292602539, 11.501813888549805)]"
logo_127_35,5,1,[5],5,"[P(6.534336566925049, 9.514447212219238)]"
logo_127_37,5,1,[5],5,"[P(6.534336566925049, 10.508130073547363)]"
logo_127_36,5,1,[5],5,"[P(6.534336566925049, 10.011154174804688)]"
logo_127_38,5,1,[5],5,"[P(6.534336566925049, 11.004837989807129)]"
logo_127_39,5,1,[5],5,"[P(6.534336566925049, 11.501813888549805)]"
logo_127_4,14,1,[14],14,"[P(10.830802917480469, 14.122966766357422)]"
logo_127_40,5,1,[5],5,"[P(7.0310444831848145, 8.52049446105957)]"
logo_127_41,5,1,[5],5,"[P(7.0310444831848145, 9.017470359802246)]"
logo_127_44,5,1,[5],5,"[P(7.0310444831848145, 10.508130073547363)]"
logo_127_42,5,1,[5],5,"[P(7.0310444831848145, 9.514447212219238)]"
logo_127_43,5,1,[5],5,"[P(7.0310444831848145, 10.011154174804688)]"
logo_127_45,5,1,[5],5,"[P(7.0310444831848145, 11.004837989807129)]"
logo_127_46,5,1,[5],5,"[P(7.0310444831848145, 11.501813888549805)]"
logo_127_47,5,1,[5],5,"[P(7.52802038192749, 9.017470359802246)]"
logo_127_49,5,1,[5],5,"[P(7.52802038192749, 10.011154174804688)]"
logo_127_48,5,1,[5],5,"[P(7.52802038192749, 9.514447212219238)]"
logo_127_5,22,1,[22],22,"[P(12.283564567565918, 14.122698783874512)]"
logo_127_50,5,1,[5],5,"[P(7.52802038192749, 10.508130073547363)]"
logo_127_51,5,1,[5],5,"[P(7.52802038192749, 11.004837989807129)]"
logo_127_52,5,1,[5],5,"[P(7.52802038192749, 11.501813888549805)]"
logo_127_53,5,1,[5],5,"[P(8.024996757507324, 9.017470359802246)]"
logo_127_54,5,1,[5],5,"[P(8.521703720092773, 8.52049446105957)]"
logo_127_56,5,1,[5],5,"[P(8.521703720092773, 9.514447212219238)]"
logo_127_55,5,1,[5],5,"[P(8.521703720092773, 9.017470359802246)]"
logo_127_57,5,1,[5],5,"[P(8.521703720092773, 10.011154174804688)]"
logo_127_59,5,1,[5],5,"[P(8.521703720092773, 11.004837989807129)]"
logo_127_6,15,1,[15],15,"[P(13.82475471496582, 14.113290786743164)]"
logo_127_58,5,1,[5],5,"[P(8.521703720092773, 10.508130073547363)]"
logo_127_60,5,1,[5],5,"[P(8.521703720092773, 11.501813888549805)]"
logo_127_62,5,1,[5],5,"[P(9.018680572509766, 9.017470359802246)]"
logo_127_61,5,1,[5],5,"[P(9.018680572509766, 8.52049446105957)]"
logo_127_63,5,1,[5],5,"[P(9.018680572509766, 9.514447212219238)]"
logo_127_65,5,1,[5],5,"[P(9.018680572509766, 10.508130073547363)]"
logo_127_64,5,1,[5],5,"[P(9.018680572509766, 10.011154174804688)]"
logo_127_66,5,1,[5],5,"[P(9.018680572509766, 11.004837989807129)]"
logo_127_67,5,1,[5],5,"[P(9.018680572509766, 11.501813888549805)]"
logo_127_68,5,1,[5],5,"[P(9.515656471252441, 9.017470359802246)]"
logo_127_69,5,1,[5],5,"[P(9.515656471252441, 9.514178276062012)]"
logo_127_7,21,1,[21],21,"[P(14.542402267456055, 14.113021850585938)]"
logo_127_71,5,1,[5],5,"[P(9.515656471252441, 10.508130073547363)]"
logo_127_70,5,1,[5],5,"[P(9.515656471252441, 10.011154174804688)]"
logo_127_73,5,1,[5],5,"[P(9.515656471252441, 11.501813888549805)]"
logo_127_72,5,1,[5],5,"[P(9.515656471252441, 11.004837989807129)]"
logo_127_77,5,1,[5],5,"[P(11.503024101257324, 9.017470359802246)]"
logo_127_74,5,1,[5],5,"[P(11.006316184997559, 9.017470359802246)]"
logo_127_75,5,1,[5],5,"[P(11.006316184997559, 8.52049446105957)]"
logo_127_79,5,1,[5],5,"[P(11.503024101257324, 10.011154174804688)]"
logo_127_76,5,1,[5],5,"[P(11.503024101257324, 8.52049446105957)]"
logo_127_78,5,1,[5],5,"[P(11.503024101257324, 9.514447212219238)]"
logo_127_8,17,1,[17],17,"[P(17.08130645751953, 14.112485885620117)]"
logo_127_80,5,1,[5],5,"[P(11.503024101257324, 10.508130073547363)]"
logo_127_83,5,1,[5],5,"[P(12.0, 9.017470359802246)]"
logo_127_81,5,1,[5],5,"[P(11.503024101257324, 11.004837989807129)]"
logo_127_82,5,1,[5],5,"[P(12.0, 8.52049446105957)]"
logo_127_84,5,1,[5],5,"[P(12.0, 9.514447212219238)]"
logo_127_85,5,1,[5],5,"[P(12.0, 10.011154174804688)]"
logo_127_86,5,1,[5],5,"[P(12.0, 10.508130073547363)]"
logo_127_87,5,1,[5],5,"[P(12.0, 11.004837989807129)]"
logo_127_88,5,1,[5],5,"[P(12.496976852416992, 8.52049446105957)]"
logo_127_9,7,1,[7],7,"[P(17.69063377380371, 14.113021850585938)]"
logo_127_90,5,1,[5],5,"[P(12.496976852416992, 9.514447212219238)]"
logo_127_91,5,1,[5],5,"[P(12.496976852416992, 10.011154174804688)]"
logo_127_89,5,1,[5],5,"[P(12.496976852416992, 9.017470359802246)]"
logo_127_95,5,1,[5],5,"[P(12.993683815002441, 8.52049446105957)]"
logo_127_92,5,1,[5],5,"[P(12.496976852416992, 10.508130073547363)]"
logo_127_94,5,1,[5],5,"[P(12.993683815002441, 9.017470359802246)]"
logo_127_93,5,1,[5],5,"[P(12.496976852416992, 11.004837989807129)]"
logo_127_96,5,1,[5],5,"[P(13.490660667419434, 9.017470359802246)]"
logo_127_98,5,1,[5],5,"[P(4.546700477600098, 11.99878978729248)]"
logo_127_97,5,1,[5],5,"[P(13.490660667419434, 8.52049446105957)]"
logo_127_99,5,1,[5],5,"[P(5.043676853179932, 11.99878978729248)]"
logo_128_10,14,1,[14],14,"[P(18.370649337768555, 14.736326217651367)]"
logo_128_1,13,1,[13],13,"[P(6.741836071014404, 14.736326217651367)]"
logo_128_0,17,1,[17],17,"[P(4.834834098815918, 14.736326217651367)]"
logo_128_13,14,1,[14],14,"[P(17.07996368408203, 7.893965244293213)]"
logo_128_11,24,1,[24],24,"[P(7.003897666931152, 8.347667694091797)]"
logo_128_14,6,1,[6],6,"[P(18.842628479003906, 10.863190650939941)]"
logo_128_12,21,1,[21],21,"[P(12.230345726013184, 8.701652526855469)]"
logo_128_15,7,1,[7],7,"[P(17.442548751831055, 10.863190650939941)]"
logo_128_3,17,1,[17],17,"[P(9.633382797241211, 14.715092658996582)]"
logo_128_2,17,1,[17],17,"[P(8.341890335083008, 14.715092658996582)]"
logo_128_5,13,1,[13],13,"[P(11.7277250289917, 14.736326217651367)]"
logo_128_4,9,1,[9],9,"[P(10.414998054504395, 14.736595153808594)]"
logo_128_6,11,1,[11],11,"[P(13.425615310668945, 14.714823722839355)]"
logo_128_7,13,1,[13],13,"[P(14.384895324707031, 14.736326217651367)]"
logo_128_9,5,1,[5],5,"[P(17.52264404296875, 14.736326217651367)]"
logo_128_8,13,1,[13],13,"[P(15.930386543273926, 14.736326217651367)]"
logo_129_0,22,1,[22],22,"[P(9.541460037231445, 9.801370620727539)]"
logo_129_1,18,1,[18],18,"[P(12.112619400024414, 10.083590507507324)]"
logo_129_10,13,1,[13],13,"[P(14.656633377075195, 13.267302513122559)]"
logo_129_12,5,1,[5],5,"[P(17.875823974609375, 13.267302513122559)]"
logo_129_11,13,1,[13],13,"[P(16.2529239654541, 13.267302513122559)]"
logo_129_2,25,1,[25],25,"[P(14.570354461669922, 9.686600685119629)]"
logo_129_13,14,1,[14],14,"[P(18.91869354248047, 13.267302513122559)]"
logo_129_3,17,1,[17],17,"[P(4.37118673324585, 13.267302513122559)]"
logo_129_5,17,1,[17],17,"[P(7.956189155578613, 13.250905990600586)]"
logo_129_4,13,1,[13],13,"[P(6.271737575531006, 13.267302513122559)]"
logo_129_6,17,1,[17],17,"[P(9.358150482177734, 13.250905990600586)]"
logo_129_8,13,1,[13],13,"[P(11.797070503234863, 13.267302513122559)]"
logo_12_0,6,1,[6],6,"[P(4.610670566558838, 11.352103233337402)]"
logo_129_9,11,1,[11],11,"[P(13.537965774536133, 13.251175880432129)]"
logo_129_7,9,1,[9],9,"[P(10.359091758728027, 13.267302513122559)]"
logo_12_1,6,1,[6],6,"[P(4.559870719909668, 12.16274642944336)]"
logo_12_2,12,1,[12],12,"[P(5.389598369598389, 10.591721534729004)]"
logo_12_3,13,1,[13],13,"[P(6.183577537536621, 11.02741527557373)]"
logo_12_4,11,1,[11],11,"[P(9.018142700195312, 11.01236343383789)]"
logo_12_5,12,1,[12],12,"[P(10.23357105255127, 11.02741527557373)]"
logo_12_6,21,1,[21],21,"[P(14.28732681274414, 11.015588760375977)]"
logo_12_9,5,1,[5],5,"[P(12.508803367614746, 11.889665603637695)]"
logo_12_7,16,1,[16],16,"[P(16.230615615844727, 11.02741527557373)]"
logo_12_8,11,1,[11],11,"[P(17.99139976501465, 11.02741527557373)]"
logo_130_0,11,1,[11],11,"[P(4.380006313323975, 10.80833625793457)]"
logo_130_1,13,1,[13],13,"[P(6.84356689453125, 10.80833625793457)]"
logo_130_2,14,1,[14],14,"[P(8.694597244262695, 10.80833625793457)]"
logo_130_3,5,1,[5],5,"[P(11.924700736999512, 12.03345012664795)]"
logo_130_4,11,1,[11],11,"[P(13.514607429504395, 10.80833625793457)]"
logo_130_6,9,1,[9],9,"[P(17.90951156616211, 10.80833625793457)]"
logo_130_5,13,1,[13],13,"[P(15.978168487548828, 10.80833625793457)]"
logo_131_0,14,1,[14],14,"[P(11.262687683105469, 10.803726196289062)]"
logo_131_1,10,1,[10],10,"[P(4.344741344451904, 10.74803352355957)]"
logo_131_5,8,1,[8],8,"[P(19.655258178710938, 10.803726196289062)]"
logo_131_3,12,1,[12],12,"[P(16.17333221435547, 10.80380630493164)]"
logo_131_4,12,1,[12],12,"[P(6.981533050537109, 10.80380630493164)]"
logo_131_2,10,1,[10],10,"[P(13.536540031433105, 10.74803352355957)]"
logo_132_0,18,1,[18],18,"[P(4.649676322937012, 10.795151710510254)]"
logo_132_2,25,1,[25],25,"[P(8.952654838562012, 10.844231605529785)]"
logo_132_1,21,1,[21],21,"[P(6.92592191696167, 10.77055835723877)]"
logo_131_6,5,1,[5],5,"[P(11.979721069335938, 12.118560791015625)]"
logo_132_4,18,1,[18],18,"[P(13.603522300720215, 10.795151710510254)]"
logo_132_3,7,1,[7],7,"[P(12.303873062133789, 11.92624568939209)]"
logo_132_5,21,1,[21],21,"[P(15.879766464233398, 10.77055835723877)]"
logo_132_6,12,1,[12],12,"[P(17.987430572509766, 10.777600288391113)]"
logo_133_1,21,1,[21],21,"[P(6.9139885902404785, 10.599356651306152)]"
logo_133_0,19,1,[19],19,"[P(4.518483638763428, 10.592180252075195)]"
logo_133_2,25,1,[25],25,"[P(10.434188842773438, 10.513399124145508)]"
logo_133_3,19,1,[19],19,"[P(13.871929168701172, 10.592206954956055)]"
logo_133_4,21,1,[21],21,"[P(16.257890701293945, 10.599356651306152)]"
logo_133_5,14,1,[14],14,"[P(18.12276268005371, 10.599356651306152)]"
logo_133_6,7,1,[7],7,"[P(12.374375343322754, 12.095027923583984)]"
logo_134_0,9,1,[9],9,"[P(4.381941318511963, 10.764402389526367)]"
logo_134_2,11,1,[11],11,"[P(9.05707836151123, 10.80356502532959)]"
logo_134_1,13,1,[13],13,"[P(8.66193962097168, 10.803564071655273)]"
logo_134_3,5,1,[5],5,"[P(11.748916625976562, 11.811286926269531)]"
logo_134_6,9,1,[9],9,"[P(17.81989860534668, 10.803564071655273)]"
logo_134_5,13,1,[13],13,"[P(17.517303466796875, 10.803564071655273)]"
logo_135_0,17,1,[17],17,"[P(4.382559776306152, 10.69076919555664)]"
logo_134_4,9,1,[9],9,"[P(13.237303733825684, 10.764402389526367)]"
logo_135_1,22,1,[22],22,"[P(6.731645584106445, 10.69076919555664)]"
logo_135_5,22,1,[22],22,"[P(15.85331916809082, 10.69076919555664)]"
logo_135_6,22,1,[22],22,"[P(17.94316291809082, 10.69076919555664)]"
logo_135_4,17,1,[17],17,"[P(13.541136741638184, 10.69076919555664)]"
logo_135_3,13,1,[13],13,"[P(11.40245532989502, 11.824498176574707)]"
logo_135_2,35,1,[35],35,"[P(9.090166091918945, 10.69076919555664)]"
logo_136_0,18,1,[18],18,"[P(8.751471519470215, 9.714037895202637)]"
logo_136_1,17,1,[17],17,"[P(5.159558296203613, 9.643106460571289)]"
logo_136_3,5,1,[5],5,"[P(7.68910551071167, 11.514860153198242)]"
logo_136_4,9,1,[9],9,"[P(17.360952377319336, 11.514860153198242)]"
logo_136_5,9,1,[9],9,"[P(12.639825820922852, 11.51453685760498)]"
logo_136_2,17,1,[17],17,"[P(14.831377029418945, 9.643106460571289)]"
logo_136_6,8,1,[8],8,"[P(18.188535690307617, 9.71417236328125)]"
logo_136_7,12,1,[12],12,"[P(8.018607139587402, 9.713876724243164)]"
logo_136_8,12,1,[12],12,"[P(17.690452575683594, 9.713876724243164)]"
logo_137_0,9,1,[9],9,"[P(4.389493942260742, 10.210776329040527)]"
logo_137_2,15,1,[15],15,"[P(10.61900520324707, 10.210776329040527)]"
logo_137_3,9,1,[9],9,"[P(14.055373191833496, 10.211098670959473)]"
logo_137_5,8,1,[8],8,"[P(18.294113159179688, 10.211098670959473)]"
logo_137_1,13,1,[13],13,"[P(6.861924171447754, 10.210776329040527)]"
logo_137_4,13,1,[13],13,"[P(16.52775001525879, 10.211098670959473)]"
logo_137_6,5,1,[5],5,"[P(12.042777061462402, 11.629441261291504)]"
logo_138_0,15,1,[15],15,"[P(4.386456489562988, 10.790864944458008)]"
logo_138_1,25,1,[25],25,"[P(6.794083595275879, 10.790891647338867)]"
logo_138_2,19,1,[19],19,"[P(8.636029243469238, 10.790891647338867)]"
logo_138_3,5,1,[5],5,"[P(11.991144180297852, 12.190930366516113)]"
logo_138_5,25,1,[25],25,"[P(15.738710403442383, 10.790891647338867)]"
logo_138_4,15,1,[15],15,"[P(13.331055641174316, 10.790864944458008)]"
logo_138_6,13,1,[13],13,"[P(17.81747817993164, 10.790864944458008)]"
logo_139_0,25,1,[25],25,"[P(6.797362804412842, 10.810311317443848)]"
logo_139_3,11,1,[11],11,"[P(13.596292495727539, 10.762736320495605)]"
logo_139_1,11,1,[11],11,"[P(4.386134147644043, 10.762736320495605)]"
logo_139_2,25,1,[25],25,"[P(16.00749397277832, 10.810311317443848)]"
logo_139_4,13,1,[13],13,"[P(17.817829132080078, 10.810338020324707)]"
logo_139_6,5,1,[5],5,"[P(11.648015022277832, 11.87818717956543)]"
logo_13_1,13,1,[13],13,"[P(8.956592559814453, 11.118935585021973)]"
logo_139_5,16,1,[16],16,"[P(9.002730369567871, 10.810445785522461)]"
logo_13_0,20,1,[20],20,"[P(5.569144248962402, 11.118935585021973)]"
logo_13_2,11,1,[11],11,"[P(10.239215850830078, 11.076737403869629)]"
logo_13_3,14,1,[14],14,"[P(11.358420372009277, 11.118935585021973)]"
logo_13_6,11,1,[11],11,"[P(18.27791976928711, 11.118935585021973)]"
logo_13_5,13,1,[13],13,"[P(16.897727966308594, 11.108452796936035)]"
logo_13_4,20,1,[20],20,"[P(14.298078536987305, 11.118935585021973)]"
logo_13_7,9,1,[9],9,"[P(6.294046878814697, 10.095148086547852)]"
logo_140_0,10,1,[10],10,"[P(5.940399646759033, 16.457372665405273)]"
logo_13_8,5,1,[5],5,"[P(13.477221488952637, 11.812122344970703)]"
logo_140_10,7,1,[7],7,"[P(12.000247955322266, 4.337428092956543)]"
