"alias","logo","path_0","path_1","path_2","path_3","path_4","path_5","path_6","path_7","time"
"Niklas","path/logo_177_path_full.svg","false","false","false","false","false","false","false","false",""
"Jonathan","path/logo_199_path_full.svg","false","true","true","true","true","false","false","false","Timestamp(seconds=1617450775, nanoseconds=667000000)"
"Kikipu","path/logo_44_path_full.svg","true","true","true","false","false","false","false","false",""
"Lena","path/logo_73_path_full.svg","true","true","true","true","true","true","true","false",""
"Jakob","path/logo_33_path_full.svg","true","true","false","false","false","false","false","false",""
"Löschen","path/logo_257_path_full.svg","true","true","true","true","true","true","true","true","Timestamp(seconds=1617461034, nanoseconds=101000000)"
"Jonathan","path/logo_278_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617452121, nanoseconds=43000000)"
"Jonathan","path/logo_142_path_full.svg","true","true","true","false","false","false","false","false",""
"Sarah","path/logo_383_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454055, nanoseconds=929000000)"
"Jakob","path/logo_14_path_full.svg","true","true","false","false","false","false","false","false",""
"Ramo","path/logo_35_path_full.svg","false","false","true","false","false","false","false","false",""
"Sarah","path/logo_351_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453938, nanoseconds=16000000)"
"Lena","path/logo_137_path_full.svg","true","true","true","true","true","true","true","false",""
"Niklas","path/logo_103_path_full.svg","true","true","false","false","true","false","false","false",""
"Ramo","path/logo_24_path_full.svg","true","true","true","false","false","false","false","false",""
"Jani","path/logo_12_path_full.svg","true","false","false","false","false","false","false","false",""
"Niklas","path/logo_106_path_full.svg","true","true","false","false","false","false","true","false",""
"Niklas","path/logo_186_path_full.svg","true","false","false","false","false","false","false","false",""
"Tim","path/logo_268_path_full.svg","true","false","true","false","false","false","false","false","Timestamp(seconds=1617453205, nanoseconds=439000000)"
"Jonathan","path/logo_301_path_full.svg","true","true","true","true","true","true","true","false","Timestamp(seconds=1617452253, nanoseconds=808000000)"
"Niklas","path/logo_31_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah","path/logo_353_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453948, nanoseconds=382000000)"
"Julia","path/logo_103_path_full.svg","false","true","false","false","true","false","false","false",""
"Löschen","path/logo_425_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461305, nanoseconds=859000000)"
"Jonathan","path/logo_256_path_full.svg","true","false","false","true","true","false","false","false","Timestamp(seconds=1617451914, nanoseconds=373000000)"
"Niklas","path/logo_93_path_full.svg","true","true","true","false","false","false","false","false",""
"Löschen","path/logo_364_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461244, nanoseconds=511000000)"
"Kikipu","path/logo_46_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah","path/logo_396_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454111, nanoseconds=2000000)"
"Julia","path/logo_9_path_full.svg","false","true","false","false","false","false","false","false",""
"Jonathan","path/logo_326_path_full.svg","true","true","true","true","false","false","false","false","Timestamp(seconds=1617452473, nanoseconds=405000000)"
"Tim_Harry","path/logo_5_path_full.svg","true","true","false","false","false","false","false","false",""
"Jonathan","path/logo_288_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617452181, nanoseconds=872000000)"
"Lena","path/logo_84_path_full.svg","true","true","true","false","true","false","true","true",""
"Löschen","path/logo_424_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461305, nanoseconds=133000000)"
"Jakob","path/logo_341_path_full.svg","true","true","false","false","false","false","true","false","Timestamp(seconds=1617450650, nanoseconds=710000000)"
"Jani","path/logo_41_path_full.svg","true","false","true","true","true","false","false","false",""
"Julia","path/logo_11_path_full.svg","true","false","false","false","false","false","false","false",""
"Ramo","path/logo_32_path_full.svg","true","false","false","false","false","false","false","false",""
"Löschen","path/logo_332_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461197, nanoseconds=35000000)"
"Ramo","path/logo_191_path_full.svg","false","true","false","false","false","false","false","false",""
"Jakob","path/logo_392_path_full.svg","false","true","false","false","false","false","false","false","Timestamp(seconds=1617450806, nanoseconds=181000000)"
"TestJani","path/logo_87_path_full.svg","false","false","false","false","false","false","true","false",""
"Team sari","path/logo_1_path_full.svg","false","false","true","false","false","false","true","false",""
"Löschen","path/logo_369_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461249, nanoseconds=701000000)"
"Jani","path/logo_66_path_full.svg","true","true","false","true","false","false","false","false",""
"TestJani","path/logo_188_path_full.svg","false","false","false","false","false","false","false","false",""
"Julia","path/logo_81_path_full.svg","false","true","true","false","true","true","false","false",""
"Jonathan","path/logo_8_path_full.svg","true","true","true","true","true","true","true","true",""
"Jonathan","path/logo_364_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617452754, nanoseconds=268000000)"
"Tim_Harry","path/logo_1_path_full.svg","true","true","false","false","false","false","false","false",""
"Jan B.","path/logo_417_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617454685, nanoseconds=728000000)"
"Jonathan","path/logo_407_path_full.svg","true","true","true","true","false","true","false","false","Timestamp(seconds=1617453004, nanoseconds=514000000)"
"Tim","path/logo_35_path_full.svg","true","false","true","false","false","false","false","false",""
"Jan B.","path/logo_370_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454420, nanoseconds=661000000)"
"Niklas","path/logo_89_path_full.svg","false","false","false","false","true","true","true","true",""
"Jakob","path/logo_225_path_full.svg","true","true","true","true","false","false","false","false","Timestamp(seconds=1617450306, nanoseconds=871000000)"
"rebecca","path/logo_110_path_full.svg","true","true","true","true","true","true","false","false",""
"Sarah_240321","path/logo_151_path_full.svg","true","true","false","false","true","false","false","true",""
"Tim_Harry","path/logo_35_path_full.svg","true","false","true","false","false","false","false","false",""
"Jakob","path/logo_129_path_full.svg","true","true","true","false","false","false","false","false",""
"Jonathan","path/logo_193_path_full.svg","true","true","true","true","false","false","false","true","Timestamp(seconds=1617449752, nanoseconds=508000000)"
"Jan B.","path/logo_352_path_full.svg","true","true","true","true","true","true","true","true","Timestamp(seconds=1617454326, nanoseconds=285000000)"
"Jakob","path/logo_189_path_full.svg","true","false","false","false","false","false","false","false",""
"Tim_Harry","path/logo_58_path_full.svg","true","false","false","false","false","false","false","false",""
"Jakob","path/logo_419_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617450872, nanoseconds=598000000)"
"rebecca","path/logo_158_path_full.svg","true","false","false","false","false","false","false","false",""
"Tim","path/logo_362_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453631, nanoseconds=797000000)"
"Jonathan","path/logo_242_path_full.svg","true","true","true","true","true","true","true","false","Timestamp(seconds=1617451791, nanoseconds=964000000)"
"Sarah","path/logo_369_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454006, nanoseconds=764000000)"
"rebecca","path/logo_154_path_full.svg","false","false","false","false","false","false","false","false",""
"Lena","path/logo_53_path_full.svg","false","true","false","false","false","true","false","true",""
"Ramo","path/logo_15_path_full.svg","false","false","false","false","false","true","true","false",""
"TestJani","path/logo_108_path_full.svg","false","false","false","false","false","false","false","false",""
"Ramo","path/logo_52_path_full.svg","true","false","true","false","false","false","false","false",""
"Jonathan","path/logo_404_path_full.svg","true","true","true","true","true","true","true","true","Timestamp(seconds=1617452982, nanoseconds=681000000)"
"Tim","path/logo_230_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617452993, nanoseconds=680000000)"
"Ramo","path/logo_91_path_full.svg","true","true","false","false","false","false","false","false",""
"Jani","path/logo_19_path_full.svg","true","true","false","false","false","false","false","false",""
"Jakob","path/logo_142_path_full.svg","true","true","true","false","false","false","false","false",""
"TestJani","path/logo_134_path_full.svg","false","false","false","false","false","false","false","false",""
"Jakob","path/logo_398_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617450819, nanoseconds=839000000)"
"Jonathan","path/logo_177_path_full.svg","false","false","true","false","false","false","false","false",""
"Kikipu","path/logo_163_path_full.svg","true","true","false","false","false","false","false","false",""
"Sarah_240321","path/logo_4_path_full.svg","true","true","true","true","false","false","false","true",""
"Julia","path/logo_8_path_full.svg","false","true","false","false","false","false","false","false",""
"Jakob","path/logo_124_path_full.svg","true","true","true","true","false","true","false","false",""
"Ramo","path/logo_12_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah","path/logo_322_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453835, nanoseconds=830000000)"
"Jakob","path/logo_86_path_full.svg","false","false","false","false","true","true","true","true",""
"Löschen","path/logo_412_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461295, nanoseconds=859000000)"
"Sarah","path/logo_389_path_full.svg","true","false","false","true","false","false","false","false","Timestamp(seconds=1617454083, nanoseconds=19000000)"
"TestJani","path/logo_5_path_full.svg","false","false","false","false","false","false","true","false",""
"Sarah","path/logo_319_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453824, nanoseconds=380000000)"
"Jonathan","path/logo_141_path_full.svg","true","true","true","false","false","false","false","false",""
"Ramo","path/logo_44_path_full.svg","true","true","true","false","false","false","false","false",""
"Löschen","path/logo_307_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461151, nanoseconds=647000000)"
"Jonathan","path/logo_240_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617451782, nanoseconds=751000000)"
"Jakob","path/logo_202_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617450226, nanoseconds=687000000)"
"Jonathan","path/logo_104_path_full.svg","true","true","true","false","false","true","false","false",""
"Jonathan","path/logo_260_path_full.svg","true","true","true","true","true","true","true","true","Timestamp(seconds=1617451955, nanoseconds=598000000)"
"Jan B.","path/logo_236_path_full.svg","true","false","true","false","false","false","false","false","Timestamp(seconds=1617453338, nanoseconds=907000000)"
"rebecca","path/logo_8_path_full.svg","true","true","false","false","false","false","false","false",""
"Löschen","path/logo_240_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461001, nanoseconds=605000000)"
"Kikipu","path/logo_119_path_full.svg","true","false","false","false","false","false","false","false",""
"Löschen","path/logo_389_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461271, nanoseconds=97000000)"
"Jonathan","path/logo_254_path_full.svg","true","true","true","true","true","true","true","false","Timestamp(seconds=1617451902, nanoseconds=121000000)"
"Niklas","path/logo_19_path_full.svg","true","false","true","true","false","false","false","false",""
"Niklas","path/logo_52_path_full.svg","true","false","true","false","false","false","false","false",""
"Kikipu","path/logo_14_path_full.svg","true","true","false","false","false","false","false","false",""
"Julia","path/logo_23_path_full.svg","true","false","false","false","false","false","false","false",""
"Ramo","path/logo_188_path_full.svg","true","false","false","false","false","false","false","false",""
"rebecca","path/logo_174_path_full.svg","false","false","false","false","false","false","false","false",""
"Niklas","path/logo_2_path_full.svg","true","false","false","false","false","false","false","true",""
"Jakob","path/logo_438_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617450913, nanoseconds=262000000)"
"Löschen","path/logo_232_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617460981, nanoseconds=679000000)"
"Ramo","path/logo_154_path_full.svg","false","false","false","false","false","false","false","false",""
"Julia","path/logo_78_path_full.svg","false","false","false","false","false","false","true","true",""
"Tim","path/logo_321_path_full.svg","true","true","false","false","false","false","false","true","Timestamp(seconds=1617453439, nanoseconds=272000000)"
"Sarah","path/logo_223_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453456, nanoseconds=735000000)"
"Jonathan","path/logo_66_path_full.svg","true","true","false","false","false","false","false","false",""
"Löschen","path/logo_250_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461020, nanoseconds=19000000)"
"Sarah","path/logo_263_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617453618, nanoseconds=361000000)"
"Niklas","path/logo_28_path_full.svg","true","true","false","false","false","false","false","false",""
"Jonathan","path/logo_144_path_full.svg","true","true","true","false","false","false","false","false",""
"Jan B.","path/logo_195_path_full.svg","true","true","true","true","false","false","false","false","Timestamp(seconds=1617452739, nanoseconds=651000000)"
"TestJani","path/logo_190_path_full.svg","false","false","false","false","false","false","false","false",""
"Tim","path/logo_278_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453252, nanoseconds=330000000)"
"Lena","path/logo_136_path_full.svg","false","false","false","false","false","false","true","true",""
"Tim","path/logo_349_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453576, nanoseconds=24000000)"
"Sarah","path/logo_357_path_full.svg","false","true","true","false","true","true","false","false","Timestamp(seconds=1617453961, nanoseconds=963000000)"
"Ramo","path/logo_13_path_full.svg","true","false","false","false","false","false","false","false",""
"Tim","path/logo_310_path_full.svg","true","true","true","true","false","false","false","false","Timestamp(seconds=1617453376, nanoseconds=711000000)"
"Jakob","path/logo_346_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617450680, nanoseconds=48000000)"
"Kikipu","path/logo_142_path_full.svg","true","false","false","false","false","false","false","false",""
"Löschen","path/logo_395_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461276, nanoseconds=680000000)"
"Lena","path/logo_52_path_full.svg","true","false","true","false","false","false","false","false",""
"Jani","path/logo_96_path_full.svg","true","true","false","false","false","false","false","false",""
"Jakob","path/logo_320_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617450591, nanoseconds=583000000)"
"Niklas","path/logo_129_path_full.svg","true","true","true","false","false","false","false","false",""
"TestJani","path/logo_173_path_full.svg","false","false","false","false","false","false","false","false",""
"Ramo","path/logo_25_path_full.svg","true","true","true","false","false","false","false","false",""
"Jonathan","path/logo_310_path_full.svg","true","true","true","true","false","false","false","false","Timestamp(seconds=1617452311, nanoseconds=237000000)"
"rebecca","path/logo_128_path_full.svg","true","true","true","true","true","false","false","false",""
"Tim","path/logo_432_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617454096, nanoseconds=194000000)"
"Tim","path/logo_10_path_full.svg","true","false","false","false","false","false","false","true",""
"Jakob","path/logo_35_path_full.svg","true","false","true","false","false","false","false","false",""
"Jakob","path/logo_378_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617450762, nanoseconds=786000000)"
"Jonathan","path/logo_64_path_full.svg","false","true","false","false","false","false","false","false",""
"Jan B.","path/logo_341_path_full.svg","true","true","false","false","false","false","true","false","Timestamp(seconds=1617454264, nanoseconds=194000000)"
"Lena","path/logo_144_path_full.svg","true","false","false","false","false","false","false","false",""
"TestJani","path/logo_1_path_full.svg","false","false","false","false","false","false","true","false",""
"Niklas","path/logo_129_path_full.svg","true","true","true","false","false","false","false","false",""
"Niklas","path/logo_58_path_full.svg","true","false","true","false","false","true","false","true",""
"Kikipu","path/logo_15_path_full.svg","false","false","false","false","false","true","true","false",""
"Tim_Harry","path/logo_190_path_full.svg","true","true","false","false","false","false","false","false",""
"Tim","path/logo_332_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453482, nanoseconds=497000000)"
"Lena","path/logo_70_path_full.svg","false","false","false","false","false","true","false","false",""
"Lena","path/logo_64_path_full.svg","false","true","false","false","false","false","false","false",""
"Ramo","path/logo_61_path_full.svg","true","false","false","false","false","false","false","false",""
"Ramo","path/logo_187_path_full.svg","false","true","false","false","false","false","false","false",""
"Löschen","path/logo_327_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461189, nanoseconds=746000000)"
"Jonathan","path/logo_405_path_full.svg","true","true","true","true","true","true","false","false","Timestamp(seconds=1617452986, nanoseconds=606000000)"
"Tim_Harry","path/logo_18_path_full.svg","true","false","false","false","false","false","false","false",""
"Jakob","path/logo_174_path_full.svg","true","true","true","false","false","false","false","false",""
"Ramo","path/logo_45_path_full.svg","true","true","true","false","false","false","false","false",""
"Tim_Harry","path/logo_141_path_full.svg","true","true","true","false","false","false","false","false",""
"Jakob","path/logo_309_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617450545, nanoseconds=103000000)"
"Tim","path/logo_355_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453607, nanoseconds=145000000)"
"Niklas","path/logo_139_path_full.svg","true","false","true","false","true","false","false","false",""
"Jan B.","path/logo_255_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453536, nanoseconds=365000000)"
"Julia","path/logo_62_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah_240321","path/logo_72_path_full.svg","true","true","true","true","false","false","true","true",""
"Niklas","path/logo_0_path_full.svg","false","false","false","false","false","true","false","false",""
"Jani","path/logo_174_path_full.svg","false","false","false","false","false","false","false","false",""
"Julia","path/logo_85_path_full.svg","true","true","true","true","true","false","false","true",""
"Niklas","path/logo_125_path_full.svg","true","true","false","false","false","false","false","false",""
"Löschen","path/logo_381_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461263, nanoseconds=490000000)"
"Tim","path/logo_196_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617452745, nanoseconds=323000000)"
"Sarah","path/logo_391_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617454090, nanoseconds=605000000)"
"Jani","path/logo_64_path_full.svg","true","true","false","false","false","false","false","false",""
"Löschen","path/logo_406_path_full.svg","false","false","false","false","false","false","true","false","Timestamp(seconds=1617461289, nanoseconds=190000000)"
"Jani","path/logo_183_path_full.svg","true","true","true","false","false","false","false","false",""
"TestJani","path/logo_93_path_full.svg","false","false","false","false","false","false","false","false",""
"Lena","path/logo_44_path_full.svg","true","true","true","false","false","false","false","false",""
"TestJani","path/logo_47_path_full.svg","false","false","false","false","false","false","true","false",""
"Ramo","path/logo_75_path_full.svg","false","false","false","false","false","false","false","false",""
"Sarah","path/logo_374_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454022, nanoseconds=402000000)"
"Löschen","path/logo_401_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461281, nanoseconds=733000000)"
"Ramo","path/logo_107_path_full.svg","true","true","true","false","false","false","false","false",""
"Jonathan","path/logo_258_path_full.svg","false","false","false","false","true","true","false","false","Timestamp(seconds=1617451929, nanoseconds=736000000)"
"Julia","path/logo_39_path_full.svg","false","false","true","false","false","false","false","false",""
"Kikipu","path/logo_106_path_full.svg","true","true","false","false","false","false","true","false",""
"Vorhang","path/logo_1_path_full.svg","false","false","true","true","true","true","true","false",""
"Jonathan","path/logo_387_path_full.svg","true","true","true","true","false","false","false","false","Timestamp(seconds=1617452880, nanoseconds=336000000)"
"Löschen","path/logo_349_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461224, nanoseconds=447000000)"
"Niklas","path/logo_56_path_full.svg","true","true","false","false","true","false","false","false",""
"Jonathan","path/logo_170_path_full.svg","true","true","true","true","false","false","false","false",""
"Niklas","path/logo_50_path_full.svg","false","false","false","false","false","true","true","true",""
"Sarah","path/logo_193_path_full.svg","true","true","true","true","false","false","false","true","Timestamp(seconds=1617453318, nanoseconds=760000000)"
"Jonathan","path/logo_107_path_full.svg","true","true","true","true","true","true","true","true",""
"Tim","path/logo_11_path_full.svg","true","false","false","false","false","false","false","true",""
"rebecca","path/logo_2_path_full.svg","false","false","false","false","false","true","false","false",""
"Niklas","path/logo_34_path_full.svg","true","false","false","false","false","false","false","false",""
"Niklas","path/logo_95_path_full.svg","true","true","true","true","false","false","false","true",""
"Ramo","path/logo_173_path_full.svg","false","false","false","false","false","false","false","false",""
"Jan B.","path/logo_212_path_full.svg","true","true","true","true","true","true","true","true","Timestamp(seconds=1617452907, nanoseconds=330000000)"
"rebecca","path/logo_53_path_full.svg","false","true","false","false","false","true","false","true",""
"Jonathan","path/logo_206_path_full.svg","true","true","true","true","true","false","false","false","Timestamp(seconds=1617451520, nanoseconds=609000000)"
"Jonathan","path/logo_119_path_full.svg","true","true","true","true","false","false","false","false",""
"Kikipu","path/logo_84_path_full.svg","true","true","true","false","true","false","true","true",""
"TestJani","path/logo_167_path_full.svg","false","false","false","false","false","false","false","false",""
"Sarah_240321","path/logo_164_path_full.svg","true","true","true","false","false","false","false","false",""
"Lena","path/logo_119_path_full.svg","true","true","true","true","false","false","false","false",""
"Jonathan","path/logo_292_path_full.svg","true","true","true","true","true","false","false","false","Timestamp(seconds=1617452204, nanoseconds=161000000)"
"Jakob","path/logo_59_path_full.svg","true","false","false","false","false","false","false","false",""
"Tim","path/logo_276_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453239, nanoseconds=581000000)"
"Tim_Harry","path/logo_122_path_full.svg","true","true","true","true","true","true","true","false",""
"Jan B.","path/logo_405_path_full.svg","true","true","true","true","true","true","false","false","Timestamp(seconds=1617454623, nanoseconds=778000000)"
"Jonathan","path/logo_200_path_full.svg","true","true","false","false","true","false","false","false","Timestamp(seconds=1617451470, nanoseconds=608000000)"
"Sarah","path/logo_247_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617453562, nanoseconds=985000000)"
"Ramo","path/logo_49_path_full.svg","false","false","false","false","false","true","true","true",""
"Jakob","path/logo_71_path_full.svg","true","false","false","false","false","false","false","false",""
"Niklas","path/logo_149_path_full.svg","true","true","true","false","false","false","false","false",""
"Julia","path/logo_106_path_full.svg","false","false","true","true","true","true","false","true",""
"Jakob","path/logo_300_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617450522, nanoseconds=742000000)"
"Sarah","path/logo_276_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453661, nanoseconds=201000000)"
"Löschen","path/logo_345_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461205, nanoseconds=618000000)"
"Jan B.","path/logo_216_path_full.svg","true","true","true","true","true","true","true","true","Timestamp(seconds=1617452937, nanoseconds=765000000)"
"Jonathan","path/logo_77_path_full.svg","false","false","false","false","false","false","false","false",""
"Tim_Harry","path/logo_60_path_full.svg","true","false","false","false","false","false","false","false",""
"Niklas","path/logo_7_path_full.svg","true","true","true","false","false","false","false","false",""
"Lena","path/logo_135_path_full.svg","true","false","true","false","true","false","false","false",""
"Niklas","path/logo_11_path_full.svg","true","true","false","false","false","false","false","false",""
"Tim_Harry","path/logo_172_path_full.svg","true","true","true","false","false","false","false","false",""
"Tim_Harry","path/logo_3_path_full.svg","true","true","false","false","false","true","false","false",""
"Jonathan","path/logo_426_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453172, nanoseconds=246000000)"
"Lena","path/logo_176_path_full.svg","false","false","false","false","false","false","false","false",""
"Löschen","path/logo_337_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461200, nanoseconds=612000000)"
"Tim","path/logo_397_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453793, nanoseconds=865000000)"
"Jonathan","path/logo_355_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617452716, nanoseconds=68000000)"
"Jakob","path/logo_358_path_full.svg","true","false","false","false","true","false","false","false","Timestamp(seconds=1617450715, nanoseconds=363000000)"
"Sarah_240321","path/logo_144_path_full.svg","true","true","true","false","false","false","false","false",""
"Jakob","path/logo_420_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617450875, nanoseconds=124000000)"
"Jan B.","path/logo_420_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617454697, nanoseconds=433000000)"
"Sarah_240321","path/logo_104_path_full.svg","true","true","true","false","false","true","false","false",""
"Tim_Harry","path/logo_44_path_full.svg","true","true","true","false","false","false","false","false",""
"Lena","path/logo_111_path_full.svg","true","true","true","true","true","true","false","false",""
"Jani","path/logo_187_path_full.svg","true","true","true","false","false","false","false","false",""
"TestJani","path/logo_98_path_full.svg","false","false","false","false","false","false","false","false",""
"Löschen","path/logo_382_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461264, nanoseconds=450000000)"
"Niklas","path/logo_79_path_full.svg","true","true","true","true","true","true","true","false",""
"TestJani","path/logo_132_path_full.svg","false","false","false","false","false","false","false","false",""
"Sarah_240321","path/logo_187_path_full.svg","true","true","false","false","false","false","false","false",""
"Lena","path/logo_173_path_full.svg","true","false","false","false","false","false","false","false",""
"Niklas","path/logo_14_path_full.svg","false","true","true","false","false","false","false","true",""
"Niklas","path/logo_5_path_full.svg","true","true","true","false","false","false","false","false",""
"Jonathan","path/logo_3_path_full.svg","true","true","true","true","true","true","true","false",""
"Löschen","path/logo_418_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461300, nanoseconds=704000000)"
"Julia","path/logo_140_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah","path/logo_411_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617454184, nanoseconds=652000000)"
"Ramo","path/logo_236_path_full.svg","false","true","false","false","false","false","false","false",""
"rebecca","path/logo_180_path_full.svg","true","false","false","false","false","false","false","false",""
"Kikipu","path/logo_43_path_full.svg","true","true","true","false","false","false","true","true",""
"Sarah","path/logo_259_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453605, nanoseconds=952000000)"
"Jakob","path/logo_250_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617450381, nanoseconds=695000000)"
"Niklas","path/logo_90_path_full.svg","true","false","false","false","true","false","true","false",""
"Niklas","path/logo_168_path_full.svg","false","false","false","false","true","true","true","true",""
"Sarah_240321","path/logo_82_path_full.svg","true","true","true","true","true","false","false","false",""
"Niklas","path/logo_103_path_full.svg","true","true","false","false","false","false","false","false",""
"TestJani","path/logo_62_path_full.svg","false","false","false","false","false","false","true","false",""
"Niklas","path/logo_139_path_full.svg","true","false","true","false","true","false","true","false",""
"Jani","path/logo_130_path_full.svg","false","false","false","false","false","false","true","false",""
"Tim","path/logo_411_path_full.svg","true","false","true","false","false","false","false","false","Timestamp(seconds=1617454001, nanoseconds=544000000)"
"rebecca","path/logo_184_path_full.svg","true","true","false","false","false","false","false","false",""
"Lena","path/logo_87_path_full.svg","true","true","false","false","false","false","false","false",""
"Tim","path/logo_429_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454088, nanoseconds=15000000)"
"TestJani","path/logo_127_path_full.svg","false","false","false","false","false","false","false","false",""
"Lena","path/logo_60_path_full.svg","true","false","false","false","false","false","false","false",""
"Kikipu","path/logo_165_path_full.svg","true","true","false","false","false","false","false","false",""
"Sarah","path/logo_410_path_full.svg","true","true","false","true","false","false","false","false","Timestamp(seconds=1617454177, nanoseconds=286000000)"
"Ramo","path/logo_183_path_full.svg","true","true","false","false","false","false","false","false",""
"Ramo","path/logo_116_path_full.svg","false","true","false","false","false","false","false","false",""
"Löschen","path/logo_428_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461307, nanoseconds=750000000)"
"Tim_Harry","path/logo_12_path_full.svg","true","false","false","false","false","false","false","false",""
"Jan B.","path/logo_205_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617452839, nanoseconds=177000000)"
"Jakob","path/logo_263_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617450415, nanoseconds=527000000)"
"Kikipu","path/logo_138_path_full.svg","false","false","false","false","false","false","true","false",""
"Niklas","path/logo_187_path_full.svg","true","true","false","false","false","false","false","false",""
"rebecca","path/logo_104_path_full.svg","true","true","true","false","false","true","false","false",""
"Julia","path/logo_98_path_full.svg","true","true","true","true","false","false","false","false",""
