"alias","animation_file","animation_id","logo_id","path_0_rating","path_1_rating","path_2_rating","path_3_rating","path_4_rating","path_5_rating","path_6_rating","path_7_rating","time"
"Jakob","animation/logo_409_animation_2.svg","2","409","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617887181, nanoseconds=540000000)"
"JONATHAN","animation/logo_234_animation_5.svg","5","234","Okay","no_rating","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617893836, nanoseconds=448000000)"
"Rebecca","animation/logo_191_animation_7.svg","7","191","no_rating","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618019589, nanoseconds=136000000)"
"Tim","animation/logo_387_animation_13.svg","13","387","Okay","Okay","Okay","Okay","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618683427, nanoseconds=576000000)"
"Tim","animation/logo_158_animation_14.svg","14","158","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618763554, nanoseconds=705000000)"
"Tim","animation/logo_151_animation_9.svg","9","151","Okay","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618053916, nanoseconds=654000000)"
"Tim","animation/logo_178_animation_12.svg","12","178","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618679027, nanoseconds=747000000)"
"JONATHAN","animation/logo_170_animation_5.svg","5","170","no_rating","Very Bad","Very Bad","no_rating","Okay","no_rating","no_rating","no_rating","Timestamp(seconds=1617892647, nanoseconds=486000000)"
"Jonathan","animation/logo_97_animation_9.svg","9","97","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618150218, nanoseconds=438000000)"
"Tim","animation/logo_258_animation_8.svg","8","258","no_rating","no_rating","no_rating","no_rating","Good","Okay","no_rating","no_rating","Timestamp(seconds=1618038526, nanoseconds=950000000)"
"Jonathan","animation/logo_349_animation_8.svg","8","349","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618051366, nanoseconds=179000000)"
"Jonathan","animation/logo_36_animation_6.svg","6","36","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617970742, nanoseconds=4000000)"
"Sarah","animation/logo_38_animation_11.svg","11","38","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618337405, nanoseconds=727000000)"
"Jonathan","animation/logo_111_animation_9.svg","9","111","no_rating","Okay","Okay","Very Bad","Very Bad","Very Bad","no_rating","no_rating","Timestamp(seconds=1618053982, nanoseconds=212000000)"
"Jonathan","animation/logo_272_animation_11.svg","11","272","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618338273, nanoseconds=667000000)"
"Niklas","animation/logo_292_animation_2.svg","2","292","no_rating","no_rating","no_rating","Very Good","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617827214, nanoseconds=268000000)"
"Rebecca","animation/logo_390_animation_0.svg","0","390","Good","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617885384, nanoseconds=251000000)"
"Jonathan","animation/logo_310_animation_9.svg","9","310","Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618150634, nanoseconds=415000000)"
"Jonathan","animation/logo_162_animation_12.svg","12","162","Okay","Okay","no_rating","Okay","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618679496, nanoseconds=648000000)"
"Tim","animation/logo_321_animation_12.svg","12","321","Good","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Okay","Timestamp(seconds=1618680675, nanoseconds=93000000)"
"Sarah","animation/logo_125_animation_0.svg","0","125","Good","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617792934, nanoseconds=15000000)"
"Tim","animation/logo_340_animation_14.svg","14","340","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618762061, nanoseconds=101000000)"
"Jonathan","animation/logo_105_animation_10.svg","10","105","Very Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618334095, nanoseconds=374000000)"
"Niklas","animation/logo_124_animation_7.svg","7","124","no_rating","Okay","Very Good","Very Good","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617982239, nanoseconds=823000000)"
"Tim","animation/logo_98_animation_14.svg","14","98","Bad","no_rating","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618762691, nanoseconds=157000000)"
"Jakob","animation/logo_161_animation_0.svg","0","161","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617800635, nanoseconds=435000000)"
"Tim","animation/logo_57_animation_14.svg","14","57","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618765502, nanoseconds=524000000)"
"Jonathan","animation/logo_236_animation_2.svg","2","236","Very Bad","Very Bad","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617817644, nanoseconds=285000000)"
"Tim","animation/logo_308_animation_12.svg","12","308","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618680021, nanoseconds=273000000)"
"Tim","animation/logo_224_animation_14.svg","14","224","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618764640, nanoseconds=62000000)"
"Tim","animation/logo_15_animation_3.svg","3","15","no_rating","no_rating","no_rating","no_rating","no_rating","Good","Bad","no_rating","Timestamp(seconds=1617864697, nanoseconds=418000000)"
"Jonathan","animation/logo_73_animation_8.svg","8","73","Okay","Okay","Very Bad","Very Bad","Very Bad","Very Bad","Very Bad","no_rating","Timestamp(seconds=1618052935, nanoseconds=105000000)"
"Jakob","animation/logo_281_animation_0.svg","0","281","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617782147, nanoseconds=914000000)"
"Jonathan","animation/logo_109_animation_6.svg","6","109","Okay","Very Bad","Okay","no_rating","no_rating","Okay","no_rating","no_rating","Timestamp(seconds=1617894824, nanoseconds=600000000)"
"Tim","animation/logo_67_animation_4.svg","4","67","Very Bad","no_rating","no_rating","Good","Very Bad","Good","no_rating","no_rating","Timestamp(seconds=1617890893, nanoseconds=869000000)"
"Tim","animation/logo_29_animation_3.svg","3","29","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617861365, nanoseconds=783000000)"
"Jonathan","animation/logo_186_animation_9.svg","9","186","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618053812, nanoseconds=319000000)"
"Tim","animation/logo_356_animation_4.svg","4","356","Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617890661, nanoseconds=713000000)"
"Rebecca","animation/logo_37_animation_5.svg","5","37","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617891884, nanoseconds=869000000)"
"Jakob","animation/logo_130_animation_5.svg","5","130","no_rating","Bad","Very Bad","Bad","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617892662, nanoseconds=53000000)"
"Jonathan","animation/logo_234_animation_1.svg","1","234","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617814606, nanoseconds=608000000)"
"Niklas","animation/logo_3_animation_7.svg","7","3","no_rating","Very Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617982140, nanoseconds=970000000)"
"Tim","animation/logo_33_animation_13.svg","13","33","no_rating","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618681322, nanoseconds=434000000)"
"Tim","animation/logo_186_animation_14.svg","14","186","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618761726, nanoseconds=932000000)"
"Rebecca","animation/logo_278_animation_7.svg","7","278","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618018494, nanoseconds=157000000)"
"Jonathan","animation/logo_142_animation_12.svg","12","142","Okay","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618679267, nanoseconds=667000000)"
"Jonathan","animation/logo_288_animation_13.svg","13","288","Okay","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618682227, nanoseconds=702000000)"
"Tim","animation/logo_86_animation_14.svg","14","86","no_rating","no_rating","no_rating","no_rating","Good","Good","Good","Good","Timestamp(seconds=1618761911, nanoseconds=219000000)"
"Jonathan","animation/logo_226_animation_12.svg","12","226","Okay","no_rating","no_rating","no_rating","Bad","no_rating","Very Bad","no_rating","Timestamp(seconds=1618680931, nanoseconds=891000000)"
"Ole","animation/logo_337_animation_15.svg","15","337","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1619112682, nanoseconds=14000000)"
"Jonathan","animation/logo_314_animation_8.svg","8","314","Okay","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618051143, nanoseconds=320000000)"
"Jonathan","animation/logo_333_animation_13.svg","13","333","Very Bad","Bad","no_rating","no_rating","Okay","no_rating","no_rating","no_rating","Timestamp(seconds=1618683374, nanoseconds=764000000)"
"Jonathan","animation/logo_153_animation_12.svg","12","153","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618680646, nanoseconds=699000000)"
"Jakob","animation/logo_417_animation_0.svg","0","417","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617885109, nanoseconds=868000000)"
"Jonathan","animation/logo_310_animation_12.svg","12","310","Okay","Very Bad","no_rating","Bad","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618680988, nanoseconds=817000000)"
"Tim","animation/logo_120_animation_8.svg","8","120","Okay","Okay","Bad","Bad","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618050809, nanoseconds=16000000)"
"Ole","animation/logo_200_animation_2.svg","2","200","Okay","Bad","no_rating","no_rating","Good","no_rating","no_rating","no_rating","Timestamp(seconds=1617818756, nanoseconds=685000000)"
"","animation/logo_6_animation_15.svg","15","6","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618847611, nanoseconds=297000000)"
"Sarah","animation/logo_116_animation_4.svg","4","116","Bad","Good","no_rating","no_rating","Very Bad","no_rating","no_rating","no_rating","Timestamp(seconds=1617871287, nanoseconds=752000000)"
"Tim","animation/logo_285_animation_3.svg","3","285","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617860415, nanoseconds=980000000)"
"Jonathan","animation/logo_408_animation_8.svg","8","408","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618050652, nanoseconds=594000000)"
"Rebecca","animation/logo_389_animation_2.svg","2","389","Bad","no_rating","no_rating","Okay","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617887436, nanoseconds=462000000)"
"Tim","animation/logo_111_animation_15.svg","15","111","Good","Bad","Good","Good","Good","Good","no_rating","no_rating","Timestamp(seconds=1618767407, nanoseconds=233000000)"
"Jonathan","animation/logo_13_animation_11.svg","11","13","Very Bad","Okay","no_rating","no_rating","no_rating","no_rating","Very Bad","Very Bad","Timestamp(seconds=1618337613, nanoseconds=122000000)"
"Jakob","animation/logo_436_animation_6.svg","6","436","Good","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617910083, nanoseconds=688000000)"
"Tim","animation/logo_304_animation_4.svg","4","304","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617891068, nanoseconds=158000000)"
"Rebecca","animation/logo_412_animation_0.svg","0","412","Good","Good","Good","Good","Good","no_rating","no_rating","no_rating","Timestamp(seconds=1617885338, nanoseconds=979000000)"
"Jonathan","animation/logo_208_animation_11.svg","11","208","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618338537, nanoseconds=228000000)"
"Jonathan","animation/logo_258_animation_10.svg","10","258","no_rating","no_rating","no_rating","no_rating","Okay","Okay","no_rating","no_rating","Timestamp(seconds=1618334320, nanoseconds=591000000)"
"Tim","animation/logo_232_animation_3.svg","3","232","Very Bad","Good","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617862390, nanoseconds=69000000)"
"Tim","animation/logo_420_animation_4.svg","4","420","Bad","Okay","Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617890769, nanoseconds=56000000)"
"Ole","animation/logo_349_animation_7.svg","7","349","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617981755, nanoseconds=915000000)"
"Jakob","animation/logo_293_animation_4.svg","4","293","Very Bad","Very Bad","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617883481, nanoseconds=589000000)"
"Tim","animation/logo_151_animation_12.svg","12","151","Good","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618679610, nanoseconds=211000000)"
"Jakob","animation/logo_359_animation_1.svg","1","359","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617886849, nanoseconds=892000000)"
"Tim","animation/logo_156_animation_3.svg","3","156","Good","Okay","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617864476, nanoseconds=223000000)"
"Tim","animation/logo_397_animation_14.svg","14","397","Okay","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618765491, nanoseconds=892000000)"
"Tim","animation/logo_72_animation_13.svg","13","72","no_rating","Good","Bad","Okay","no_rating","no_rating","Very Bad","Bad","Timestamp(seconds=1618681844, nanoseconds=461000000)"
"Tim","animation/logo_328_animation_3.svg","3","328","Okay","Bad","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617862863, nanoseconds=837000000)"
"Jonathan","animation/logo_281_animation_6.svg","6","281","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617894632, nanoseconds=16000000)"
"Sarah","animation/logo_325_animation_0.svg","0","325","Very Good","no_rating","no_rating","no_rating","Very Good","no_rating","no_rating","no_rating","Timestamp(seconds=1617779328, nanoseconds=787000000)"
"Jonathan","animation/logo_343_animation_13.svg","13","343","Okay","Bad","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618684518, nanoseconds=20000000)"
"JONATHAN","animation/logo_417_animation_6.svg","6","417","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617896057, nanoseconds=397000000)"
"Jonathan","animation/logo_33_animation_1.svg","1","33","Okay","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617813866, nanoseconds=197000000)"
"Jonathan","animation/logo_225_animation_10.svg","10","225","Very Bad","Okay","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618334709, nanoseconds=510000000)"
"Jonathan","animation/logo_327_animation_1.svg","1","327","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617814726, nanoseconds=913000000)"
"Tim","animation/logo_2_animation_5.svg","5","2","no_rating","Good","no_rating","no_rating","no_rating","Good","no_rating","no_rating","Timestamp(seconds=1617892352, nanoseconds=740000000)"
"Tim","animation/logo_400_animation_13.svg","13","400","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618683495, nanoseconds=375000000)"
"Tim","animation/logo_85_animation_3.svg","3","85","Very Bad","Okay","Okay","no_rating","Good","no_rating","no_rating","Good","Timestamp(seconds=1617862971, nanoseconds=315000000)"
"Tim","animation/logo_26_animation_3.svg","3","26","Okay","Okay","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617862374, nanoseconds=113000000)"
"Tim","animation/logo_351_animation_4.svg","4","351","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617888895, nanoseconds=891000000)"
"Jonathan","animation/logo_154_animation_6.svg","6","154","Very Bad","Very Bad","no_rating","Very Bad","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617970552, nanoseconds=785000000)"
"Ole","animation/logo_112_animation_7.svg","7","112","no_rating","Okay","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617981910, nanoseconds=625000000)"
"JONATHAN","animation/logo_64_animation_5.svg","5","64","no_rating","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617892743, nanoseconds=549000000)"
"Ole","animation/logo_160_animation_2.svg","2","160","Very Bad","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617819089, nanoseconds=63000000)"
"Jonathan","animation/logo_101_animation_6.svg","6","101","Bad","Bad","no_rating","Bad","Very Bad","Bad","no_rating","Bad","Timestamp(seconds=1617894680, nanoseconds=123000000)"
"Jonathan","animation/logo_388_animation_6.svg","6","388","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617970677, nanoseconds=473000000)"
"Tim","animation/logo_107_animation_14.svg","14","107","Okay","Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618765862, nanoseconds=328000000)"
"Jakob","animation/logo_183_animation_0.svg","0","183","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617782921, nanoseconds=461000000)"
"Jonathan","animation/logo_224_animation_11.svg","11","224","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618338045, nanoseconds=283000000)"
"Sarah","animation/logo_99_animation_0.svg","0","99","Very Good","Very Good","Very Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617788486, nanoseconds=33000000)"
"Jonathan","animation/logo_62_animation_10.svg","10","62","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618335072, nanoseconds=438000000)"
"Jonathan","animation/logo_268_animation_9.svg","9","268","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618149949, nanoseconds=838000000)"
"Jakob","animation/logo_425_animation_4.svg","4","425","Bad","Bad","no_rating","no_rating","Very Bad","no_rating","no_rating","no_rating","Timestamp(seconds=1617890033, nanoseconds=815000000)"
"Jonathan","animation/logo_22_animation_1.svg","1","22","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617813941, nanoseconds=597000000)"
"Jonathan","animation/logo_303_animation_11.svg","11","303","Very Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618338146, nanoseconds=707000000)"
"Jakob","animation/logo_419_animation_4.svg","4","419","Bad","Bad","no_rating","no_rating","Very Bad","no_rating","no_rating","no_rating","Timestamp(seconds=1617888946, nanoseconds=599000000)"
"Tim","animation/logo_218_animation_8.svg","8","218","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618039513, nanoseconds=229000000)"
"Tim","animation/logo_153_animation_3.svg","3","153","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617860634, nanoseconds=82000000)"
"Tim","animation/logo_239_animation_14.svg","14","239","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618765872, nanoseconds=521000000)"
"Jonathan","animation/logo_129_animation_2.svg","2","129","Very Bad","Very Bad","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617828748, nanoseconds=681000000)"
"Sarah","animation/logo_30_animation_0.svg","0","30","Very Good","no_rating","Very Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617792792, nanoseconds=868000000)"
"Tim","animation/logo_63_animation_15.svg","15","63","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618767572, nanoseconds=576000000)"
"Sarah","animation/logo_355_animation_12.svg","12","355","Very Good","Very Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618484634, nanoseconds=34000000)"
"Jonathan","animation/logo_69_animation_3.svg","3","69","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617828978, nanoseconds=362000000)"
"Jakob","animation/logo_60_animation_6.svg","6","60","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617895606, nanoseconds=486000000)"
"Jonathan","animation/logo_412_animation_10.svg","10","412","Very Bad","Okay","Okay","no_rating","Okay","no_rating","no_rating","no_rating","Timestamp(seconds=1618334698, nanoseconds=252000000)"
"Tim","animation/logo_316_animation_14.svg","14","316","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Okay","Okay","Timestamp(seconds=1618766254, nanoseconds=452000000)"
"Jonathan","animation/logo_384_animation_5.svg","5","384","Okay","no_rating","Very Bad","Bad","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617894345, nanoseconds=312000000)"
"Tim","animation/logo_30_animation_8.svg","8","30","Okay","no_rating","Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618043134, nanoseconds=133000000)"
"Tim","animation/logo_357_animation_13.svg","13","357","no_rating","Okay","Okay","no_rating","Okay","no_rating","no_rating","no_rating","Timestamp(seconds=1618681769, nanoseconds=142000000)"
"Jonathan","animation/logo_152_animation_11.svg","11","152","Very Bad","Okay","no_rating","Very Bad","no_rating","Okay","no_rating","no_rating","Timestamp(seconds=1618339062, nanoseconds=424000000)"
"Rebecca","animation/logo_180_animation_4.svg","4","180","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617890254, nanoseconds=86000000)"
"Jonathan","animation/logo_4_animation_1.svg","1","4","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617815673, nanoseconds=209000000)"
"Ole","animation/logo_184_animation_2.svg","2","184","Very Bad","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617819200, nanoseconds=139000000)"
"Tim","animation/logo_341_animation_3.svg","3","341","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617864544, nanoseconds=415000000)"
"Jakob","animation/logo_52_animation_6.svg","6","52","Good","Very Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617910051, nanoseconds=0)"
"Jonathan","animation/logo_33_animation_2.svg","2","33","Very Bad","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617828355, nanoseconds=21000000)"
"Jonathan","animation/logo_386_animation_13.svg","13","386","Bad","Okay","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618682573, nanoseconds=37000000)"
"Tim","animation/logo_159_animation_14.svg","14","159","Okay","no_rating","no_rating","no_rating","no_rating","Good","no_rating","no_rating","Timestamp(seconds=1618763515, nanoseconds=529000000)"
"JONATHAN","animation/logo_128_animation_5.svg","5","128","Okay","Bad","Bad","Very Bad","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617893072, nanoseconds=23000000)"
"Jonathan","animation/logo_82_animation_7.svg","7","82","no_rating","Very Bad","Okay","Very Bad","Okay","no_rating","no_rating","no_rating","Timestamp(seconds=1617971384, nanoseconds=277000000)"
"Jakob","animation/logo_426_animation_6.svg","6","426","Good","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617909816, nanoseconds=929000000)"
"Tim","animation/logo_92_animation_3.svg","3","92","Okay","Good","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617860226, nanoseconds=885000000)"
"Jakob","animation/logo_47_animation_6.svg","6","47","Good","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617894763, nanoseconds=954000000)"
"Jonathan","animation/logo_10_animation_10.svg","10","10","Very Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618333286, nanoseconds=102000000)"
"Tim","animation/logo_279_animation_4.svg","4","279","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617889016, nanoseconds=404000000)"
"Jakob","animation/logo_356_animation_5.svg","5","356","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617893451, nanoseconds=123000000)"
"Cocorina","animation/logo_404_animation_6.svg","6","404","Very Bad","Very Bad","no_rating","no_rating","Okay","no_rating","no_rating","no_rating","Timestamp(seconds=1617904880, nanoseconds=389000000)"
"JONATHAN","animation/logo_74_animation_5.svg","5","74","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617893739, nanoseconds=905000000)"
"Tim","animation/logo_249_animation_12.svg","12","249","Okay","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618680262, nanoseconds=650000000)"
"Jakob","animation/logo_252_animation_5.svg","5","252","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617894042, nanoseconds=128000000)"
"Rebecca","animation/logo_385_animation_4.svg","4","385","Bad","no_rating","Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617891345, nanoseconds=478000000)"
"Rebecca","animation/logo_427_animation_1.svg","1","427","no_rating","Bad","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617886725, nanoseconds=593000000)"
"Jakob","animation/logo_380_animation_1.svg","1","380","Good","no_rating","Bad","no_rating","no_rating","Bad","Bad","Bad","Timestamp(seconds=1617886624, nanoseconds=304000000)"
"Ole","animation/logo_74_animation_2.svg","2","74","Good","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617819376, nanoseconds=494000000)"
"Jonathan","animation/logo_325_animation_9.svg","9","325","Okay","no_rating","no_rating","no_rating","Good","no_rating","no_rating","no_rating","Timestamp(seconds=1618150260, nanoseconds=416000000)"
"Tim","animation/logo_281_animation_8.svg","8","281","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618050630, nanoseconds=377000000)"
"Jonathan","animation/logo_208_animation_6.svg","6","208","Very Good","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617895069, nanoseconds=625000000)"
"Jonathan","animation/logo_149_animation_8.svg","8","149","Okay","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618050853, nanoseconds=698000000)"
